epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1568490808664,2019-09-14T15:53:28.664,92.440,0.347,0.868,0.063
1568490808674,2019-09-14T15:53:28.674,92.450,0.334,0.854,0.062
1568490808684,2019-09-14T15:53:28.684,92.460,0.323,0.843,0.059
1568490808694,2019-09-14T15:53:28.694,92.470,0.317,0.846,0.057
1568490808704,2019-09-14T15:53:28.704,92.480,0.313,0.855,0.061
1568490808714,2019-09-14T15:53:28.714,92.490,0.305,0.860,0.057
1568490808724,2019-09-14T15:53:28.724,92.500,0.299,0.869,0.052
1568490808734,2019-09-14T15:53:28.734,92.510,0.290,0.875,0.050
1568490808744,2019-09-14T15:53:28.744,92.520,0.287,0.877,0.049
1568490808754,2019-09-14T15:53:28.754,92.530,0.278,0.883,0.049
1568490808764,2019-09-14T15:53:28.764,92.540,0.272,0.897,0.044
1568490808774,2019-09-14T15:53:28.774,92.550,0.262,0.907,0.042
1568490808784,2019-09-14T15:53:28.784,92.560,0.246,0.916,0.038
1568490808794,2019-09-14T15:53:28.794,92.570,0.228,0.922,0.035
1568490808804,2019-09-14T15:53:28.804,92.580,0.209,0.932,0.033
1568490808814,2019-09-14T15:53:28.814,92.590,0.196,0.925,0.029
1568490808824,2019-09-14T15:53:28.824,92.600,0.171,0.901,0.031
1568490808834,2019-09-14T15:53:28.834,92.610,0.166,0.898,0.030
1568490808844,2019-09-14T15:53:28.844,92.620,0.163,0.923,0.028
1568490808854,2019-09-14T15:53:28.854,92.630,0.155,0.937,0.023
1568490808864,2019-09-14T15:53:28.864,92.640,0.148,0.940,0.022
1568490808874,2019-09-14T15:53:28.874,92.650,0.133,0.939,0.019
1568490808884,2019-09-14T15:53:28.884,92.660,0.123,0.944,0.019
1568490808894,2019-09-14T15:53:28.894,92.670,0.115,0.954,0.018
1568490808904,2019-09-14T15:53:28.904,92.680,0.104,0.950,0.017
1568490808914,2019-09-14T15:53:28.914,92.690,0.087,0.938,0.017
1568490808924,2019-09-14T15:53:28.924,92.700,0.065,0.925,0.017
1568490808934,2019-09-14T15:53:28.934,92.710,0.053,0.916,0.017
1568490808944,2019-09-14T15:53:28.944,92.720,0.042,0.901,0.019
1568490808954,2019-09-14T15:53:28.954,92.730,0.033,0.897,0.023
1568490808964,2019-09-14T15:53:28.964,92.740,0.016,0.907,0.023
1568490808974,2019-09-14T15:53:28.974,92.750,-0.004,0.893,0.018
1568490808984,2019-09-14T15:53:28.984,92.760,-0.027,0.872,0.017
1568490808994,2019-09-14T15:53:28.994,92.770,-0.039,0.865,0.015
1568490809004,2019-09-14T15:53:29.004,92.780,-0.045,0.863,0.015
1568490809014,2019-09-14T15:53:29.014,92.790,-0.055,0.867,0.018
1568490809024,2019-09-14T15:53:29.024,92.800,-0.069,0.890,0.016
1568490809034,2019-09-14T15:53:29.034,92.810,-0.096,0.909,0.015
1568490809044,2019-09-14T15:53:29.044,92.820,-0.119,0.883,0.011
1568490809054,2019-09-14T15:53:29.054,92.830,-0.135,0.855,0.012
1568490809064,2019-09-14T15:53:29.064,92.840,-0.149,0.845,0.012
1568490809074,2019-09-14T15:53:29.074,92.850,-0.159,0.844,0.009
1568490809084,2019-09-14T15:53:29.084,92.860,-0.174,0.834,0.003
1568490809094,2019-09-14T15:53:29.094,92.870,-0.197,0.819,-0.006
1568490809104,2019-09-14T15:53:29.104,92.880,-0.235,0.791,-0.016
1568490809114,2019-09-14T15:53:29.114,92.890,-0.275,0.755,-0.024
1568490809124,2019-09-14T15:53:29.124,92.900,-0.299,0.744,-0.028
1568490809134,2019-09-14T15:53:29.134,92.910,-0.313,0.773,-0.037
1568490809144,2019-09-14T15:53:29.144,92.920,-0.342,0.787,-0.043
1568490809154,2019-09-14T15:53:29.154,92.930,-0.378,0.781,-0.047
1568490809164,2019-09-14T15:53:29.164,92.940,-0.414,0.794,-0.043
1568490809174,2019-09-14T15:53:29.174,92.950,-0.432,0.822,-0.048
1568490809184,2019-09-14T15:53:29.184,92.960,-0.447,0.855,-0.042
1568490809194,2019-09-14T15:53:29.194,92.970,-0.485,0.890,-0.042
1568490809204,2019-09-14T15:53:29.204,92.980,-0.544,0.877,-0.045
1568490809214,2019-09-14T15:53:29.214,92.990,-0.580,0.859,-0.039
1568490809224,2019-09-14T15:53:29.224,93.000,-0.599,0.850,-0.041
1568490809234,2019-09-14T15:53:29.234,93.010,-0.626,0.806,-0.048
1568490809244,2019-09-14T15:53:29.244,93.020,-0.665,0.758,-0.054
1568490809254,2019-09-14T15:53:29.254,93.030,-0.699,0.712,-0.062
1568490809264,2019-09-14T15:53:29.264,93.040,-0.719,0.667,-0.072
1568490809274,2019-09-14T15:53:29.274,93.050,-0.732,0.641,-0.076
1568490809284,2019-09-14T15:53:29.284,93.060,-0.741,0.641,-0.089
1568490809294,2019-09-14T15:53:29.294,93.070,-0.764,0.648,-0.098
1568490809304,2019-09-14T15:53:29.304,93.080,-0.789,0.670,-0.106
1568490809314,2019-09-14T15:53:29.314,93.090,-0.820,0.695,-0.120
1568490809324,2019-09-14T15:53:29.324,93.100,-0.851,0.719,-0.147
1568490809334,2019-09-14T15:53:29.334,93.110,-0.879,0.742,-0.178
1568490809344,2019-09-14T15:53:29.344,93.120,-0.910,0.789,-0.201
1568490809354,2019-09-14T15:53:29.354,93.130,-0.935,0.848,-0.219
1568490809364,2019-09-14T15:53:29.364,93.140,-0.960,0.873,-0.228
1568490809374,2019-09-14T15:53:29.374,93.150,-0.991,0.881,-0.235
1568490809384,2019-09-14T15:53:29.384,93.160,-1.020,0.902,-0.241
1568490809394,2019-09-14T15:53:29.394,93.170,-1.029,0.931,-0.250
1568490809404,2019-09-14T15:53:29.404,93.180,-1.032,0.953,-0.253
1568490809414,2019-09-14T15:53:29.414,93.190,-1.037,0.977,-0.251
1568490809424,2019-09-14T15:53:29.424,93.200,-1.036,1.018,-0.249
1568490809434,2019-09-14T15:53:29.434,93.210,-1.045,1.031,-0.244
1568490809444,2019-09-14T15:53:29.444,93.220,-1.047,1.015,-0.240
1568490809454,2019-09-14T15:53:29.454,93.230,-1.039,1.005,-0.224
1568490809464,2019-09-14T15:53:29.464,93.240,-1.021,0.993,-0.208
1568490809474,2019-09-14T15:53:29.474,93.250,-1.000,0.966,-0.194
1568490809484,2019-09-14T15:53:29.484,93.260,-0.978,0.937,-0.185
1568490809494,2019-09-14T15:53:29.494,93.270,-0.958,0.915,-0.176
1568490809504,2019-09-14T15:53:29.504,93.280,-0.945,0.900,-0.159
1568490809514,2019-09-14T15:53:29.514,93.290,-0.943,0.886,-0.140
1568490809524,2019-09-14T15:53:29.524,93.300,-0.939,0.884,-0.121
1568490809534,2019-09-14T15:53:29.534,93.310,-0.929,0.884,-0.113
1568490809544,2019-09-14T15:53:29.544,93.320,-0.917,0.864,-0.109
1568490809554,2019-09-14T15:53:29.554,93.330,-0.899,0.847,-0.106
1568490809564,2019-09-14T15:53:29.564,93.340,-0.875,0.842,-0.113
1568490809574,2019-09-14T15:53:29.574,93.350,-0.855,0.857,-0.116
1568490809584,2019-09-14T15:53:29.584,93.360,-0.840,0.872,-0.120
1568490809594,2019-09-14T15:53:29.594,93.370,-0.836,0.874,-0.121
1568490809604,2019-09-14T15:53:29.604,93.380,-0.842,0.870,-0.126
1568490809614,2019-09-14T15:53:29.614,93.390,-0.840,0.873,-0.131
1568490809624,2019-09-14T15:53:29.624,93.400,-0.834,0.888,-0.139
1568490809634,2019-09-14T15:53:29.634,93.410,-0.836,0.896,-0.149
1568490809644,2019-09-14T15:53:29.644,93.420,-0.832,0.898,-0.154
1568490809654,2019-09-14T15:53:29.654,93.430,-0.828,0.910,-0.160
1568490809664,2019-09-14T15:53:29.664,93.440,-0.823,0.928,-0.151
1568490809674,2019-09-14T15:53:29.674,93.450,-0.813,0.945,-0.145
1568490809684,2019-09-14T15:53:29.684,93.460,-0.800,0.960,-0.146
1568490809694,2019-09-14T15:53:29.694,93.470,-0.803,0.954,-0.148
1568490809704,2019-09-14T15:53:29.704,93.480,-0.808,0.943,-0.146
1568490809714,2019-09-14T15:53:29.714,93.490,-0.790,0.952,-0.147
1568490809724,2019-09-14T15:53:29.724,93.500,-0.778,0.965,-0.146
1568490809734,2019-09-14T15:53:29.734,93.510,-0.778,0.967,-0.142
1568490809744,2019-09-14T15:53:29.744,93.520,-0.778,0.959,-0.136
1568490809754,2019-09-14T15:53:29.754,93.530,-0.759,0.968,-0.129
1568490809764,2019-09-14T15:53:29.764,93.540,-0.740,0.976,-0.130
1568490809774,2019-09-14T15:53:29.774,93.550,-0.726,0.963,-0.130
1568490809784,2019-09-14T15:53:29.784,93.560,-0.711,0.952,-0.125
1568490809794,2019-09-14T15:53:29.794,93.570,-0.691,0.939,-0.120
1568490809804,2019-09-14T15:53:29.804,93.580,-0.695,0.917,-0.115
1568490809814,2019-09-14T15:53:29.814,93.590,-0.688,0.899,-0.109
1568490809824,2019-09-14T15:53:29.824,93.600,-0.663,0.909,-0.103
1568490809834,2019-09-14T15:53:29.834,93.610,-0.645,0.918,-0.102
1568490809844,2019-09-14T15:53:29.844,93.620,-0.651,0.896,-0.100
1568490809854,2019-09-14T15:53:29.854,93.630,-0.650,0.880,-0.102
1568490809864,2019-09-14T15:53:29.864,93.640,-0.627,0.874,-0.103
1568490809874,2019-09-14T15:53:29.874,93.650,-0.622,0.860,-0.116
1568490809884,2019-09-14T15:53:29.884,93.660,-0.636,0.821,-0.121
1568490809894,2019-09-14T15:53:29.894,93.670,-0.623,0.821,-0.120
1568490809904,2019-09-14T15:53:29.904,93.680,-0.599,0.851,-0.120
1568490809914,2019-09-14T15:53:29.914,93.690,-0.585,0.857,-0.121
1568490809924,2019-09-14T15:53:29.924,93.700,-0.572,0.858,-0.117
1568490809934,2019-09-14T15:53:29.934,93.710,-0.557,0.883,-0.109
1568490809944,2019-09-14T15:53:29.944,93.720,-0.543,0.902,-0.095
1568490809954,2019-09-14T15:53:29.954,93.730,-0.530,0.908,-0.084
1568490809964,2019-09-14T15:53:29.964,93.740,-0.521,0.899,-0.090
1568490809974,2019-09-14T15:53:29.974,93.750,-0.505,0.885,-0.089
1568490809984,2019-09-14T15:53:29.984,93.760,-0.469,0.873,-0.079
1568490809994,2019-09-14T15:53:29.994,93.770,-0.423,0.855,-0.055
1568490810004,2019-09-14T15:53:30.004,93.780,-0.373,0.849,-0.032
1568490810014,2019-09-14T15:53:30.014,93.790,-0.315,0.852,-0.006
1568490810024,2019-09-14T15:53:30.024,93.800,-0.297,0.803,0.000
1568490810034,2019-09-14T15:53:30.034,93.810,-0.339,0.682,0.008
1568490810044,2019-09-14T15:53:30.044,93.820,-0.339,0.629,0.023
1568490810054,2019-09-14T15:53:30.054,93.830,-0.277,0.687,0.026
1568490810064,2019-09-14T15:53:30.064,93.840,-0.251,0.735,0.019
1568490810074,2019-09-14T15:53:30.074,93.850,-0.260,0.728,0.012
1568490810084,2019-09-14T15:53:30.084,93.860,-0.239,0.740,-0.003
1568490810094,2019-09-14T15:53:30.094,93.870,-0.191,0.802,-0.017
1568490810104,2019-09-14T15:53:30.104,93.880,-0.169,0.834,-0.030
1568490810114,2019-09-14T15:53:30.114,93.890,-0.174,0.833,-0.043
1568490810124,2019-09-14T15:53:30.124,93.900,-0.155,0.851,-0.056
1568490810134,2019-09-14T15:53:30.134,93.910,-0.128,0.890,-0.067
1568490810144,2019-09-14T15:53:30.144,93.920,-0.118,0.902,-0.078
1568490810154,2019-09-14T15:53:30.154,93.930,-0.113,0.869,-0.081
1568490810164,2019-09-14T15:53:30.164,93.940,-0.093,0.838,-0.069
1568490810174,2019-09-14T15:53:30.174,93.950,-0.065,0.816,-0.056
1568490810184,2019-09-14T15:53:30.184,93.960,-0.047,0.782,-0.045
1568490810194,2019-09-14T15:53:30.194,93.970,-0.023,0.746,-0.036
1568490810204,2019-09-14T15:53:30.204,93.980,-0.000,0.719,-0.026
1568490810214,2019-09-14T15:53:30.214,93.990,0.021,0.716,-0.014
1568490810224,2019-09-14T15:53:30.224,94.000,0.040,0.729,-0.005
1568490810234,2019-09-14T15:53:30.234,94.010,0.053,0.726,-0.002
1568490810244,2019-09-14T15:53:30.244,94.020,0.063,0.699,0.005
1568490810254,2019-09-14T15:53:30.254,94.030,0.081,0.681,0.008
1568490810264,2019-09-14T15:53:30.264,94.040,0.092,0.675,0.009
1568490810274,2019-09-14T15:53:30.274,94.050,0.094,0.683,0.008
1568490810284,2019-09-14T15:53:30.284,94.060,0.083,0.718,0.009
1568490810294,2019-09-14T15:53:30.294,94.070,0.078,0.777,0.005
1568490810304,2019-09-14T15:53:30.304,94.080,0.068,0.805,0.003
1568490810314,2019-09-14T15:53:30.314,94.090,0.062,0.788,0.002
1568490810324,2019-09-14T15:53:30.324,94.100,0.058,0.775,0.000
1568490810334,2019-09-14T15:53:30.334,94.110,0.069,0.770,0.002
1568490810344,2019-09-14T15:53:30.344,94.120,0.092,0.749,0.005
1568490810354,2019-09-14T15:53:30.354,94.130,0.123,0.740,0.009
1568490810364,2019-09-14T15:53:30.364,94.140,0.151,0.732,0.011
1568490810374,2019-09-14T15:53:30.374,94.150,0.183,0.719,0.016
1568490810384,2019-09-14T15:53:30.384,94.160,0.213,0.722,0.021
1568490810394,2019-09-14T15:53:30.394,94.170,0.236,0.729,0.024
1568490810404,2019-09-14T15:53:30.404,94.180,0.254,0.725,0.023
1568490810414,2019-09-14T15:53:30.414,94.190,0.273,0.730,0.025
1568490810424,2019-09-14T15:53:30.424,94.200,0.292,0.743,0.032
1568490810434,2019-09-14T15:53:30.434,94.210,0.310,0.754,0.036
1568490810444,2019-09-14T15:53:30.444,94.220,0.316,0.755,0.039
1568490810454,2019-09-14T15:53:30.454,94.230,0.317,0.748,0.038
1568490810464,2019-09-14T15:53:30.464,94.240,0.329,0.761,0.041
1568490810474,2019-09-14T15:53:30.474,94.250,0.340,0.787,0.042
1568490810484,2019-09-14T15:53:30.484,94.260,0.340,0.786,0.046
1568490810494,2019-09-14T15:53:30.494,94.270,0.346,0.784,0.048
1568490810504,2019-09-14T15:53:30.504,94.280,0.358,0.799,0.048
1568490810514,2019-09-14T15:53:30.514,94.290,0.361,0.813,0.044
1568490810524,2019-09-14T15:53:30.524,94.300,0.360,0.805,0.041
1568490810534,2019-09-14T15:53:30.534,94.310,0.356,0.796,0.044
1568490810544,2019-09-14T15:53:30.544,94.320,0.358,0.800,0.042
1568490810554,2019-09-14T15:53:30.554,94.330,0.361,0.813,0.044
1568490810564,2019-09-14T15:53:30.564,94.340,0.367,0.828,0.042
1568490810574,2019-09-14T15:53:30.574,94.350,0.367,0.839,0.045
1568490810584,2019-09-14T15:53:30.584,94.360,0.369,0.845,0.051
1568490810594,2019-09-14T15:53:30.594,94.370,0.362,0.849,0.053
1568490810604,2019-09-14T15:53:30.604,94.380,0.365,0.860,0.054
1568490810614,2019-09-14T15:53:30.614,94.390,0.366,0.878,0.055
1568490810624,2019-09-14T15:53:30.624,94.400,0.359,0.873,0.055
1568490810634,2019-09-14T15:53:30.634,94.410,0.357,0.859,0.056
1568490810644,2019-09-14T15:53:30.644,94.420,0.360,0.867,0.053
1568490810654,2019-09-14T15:53:30.654,94.430,0.369,0.887,0.054
1568490810664,2019-09-14T15:53:30.664,94.440,0.370,0.893,0.057
1568490810674,2019-09-14T15:53:30.674,94.450,0.375,0.893,0.053
1568490810684,2019-09-14T15:53:30.684,94.460,0.377,0.896,0.053
1568490810694,2019-09-14T15:53:30.694,94.470,0.384,0.907,0.052
1568490810704,2019-09-14T15:53:30.704,94.480,0.385,0.909,0.051
1568490810714,2019-09-14T15:53:30.714,94.490,0.384,0.901,0.050
1568490810724,2019-09-14T15:53:30.724,94.500,0.382,0.898,0.049
1568490810734,2019-09-14T15:53:30.734,94.510,0.387,0.899,0.049
1568490810744,2019-09-14T15:53:30.744,94.520,0.386,0.903,0.048
1568490810754,2019-09-14T15:53:30.754,94.530,0.396,0.921,0.050
1568490810764,2019-09-14T15:53:30.764,94.540,0.396,0.929,0.050
1568490810774,2019-09-14T15:53:30.774,94.550,0.394,0.921,0.050
1568490810784,2019-09-14T15:53:30.784,94.560,0.393,0.918,0.048
1568490810794,2019-09-14T15:53:30.794,94.570,0.391,0.911,0.046
1568490810804,2019-09-14T15:53:30.804,94.580,0.389,0.907,0.041
1568490810814,2019-09-14T15:53:30.814,94.590,0.391,0.915,0.041
1568490810824,2019-09-14T15:53:30.824,94.600,0.391,0.920,0.039
1568490810834,2019-09-14T15:53:30.834,94.610,0.391,0.928,0.037
1568490810844,2019-09-14T15:53:30.844,94.620,0.393,0.930,0.038
1568490810854,2019-09-14T15:53:30.854,94.630,0.395,0.920,0.038
1568490810864,2019-09-14T15:53:30.864,94.640,0.392,0.916,0.041
1568490810874,2019-09-14T15:53:30.874,94.650,0.393,0.920,0.042
1568490810884,2019-09-14T15:53:30.884,94.660,0.397,0.928,0.040
1568490810894,2019-09-14T15:53:30.894,94.670,0.389,0.916,0.038
1568490810904,2019-09-14T15:53:30.904,94.680,0.384,0.900,0.041
1568490810914,2019-09-14T15:53:30.914,94.690,0.382,0.897,0.036
1568490810924,2019-09-14T15:53:30.924,94.700,0.380,0.894,0.032
1568490810934,2019-09-14T15:53:30.934,94.710,0.382,0.896,0.032
1568490810944,2019-09-14T15:53:30.944,94.720,0.385,0.905,0.030
1568490810954,2019-09-14T15:53:30.954,94.730,0.387,0.911,0.030
1568490810964,2019-09-14T15:53:30.964,94.740,0.393,0.912,0.032
1568490810974,2019-09-14T15:53:30.974,94.750,0.395,0.915,0.034
1568490810984,2019-09-14T15:53:30.984,94.760,0.396,0.919,0.033
1568490810994,2019-09-14T15:53:30.994,94.770,0.397,0.922,0.034
1568490811004,2019-09-14T15:53:31.004,94.780,0.398,0.932,0.035
1568490811014,2019-09-14T15:53:31.014,94.790,0.400,0.931,0.035
1568490811024,2019-09-14T15:53:31.024,94.800,0.395,0.917,0.035
1568490811034,2019-09-14T15:53:31.034,94.810,0.389,0.906,0.037
1568490811044,2019-09-14T15:53:31.044,94.820,0.389,0.905,0.036
1568490811054,2019-09-14T15:53:31.054,94.830,0.384,0.900,0.032
1568490811064,2019-09-14T15:53:31.064,94.840,0.380,0.893,0.031
1568490811074,2019-09-14T15:53:31.074,94.850,0.380,0.902,0.034
1568490811084,2019-09-14T15:53:31.084,94.860,0.383,0.915,0.032
1568490811094,2019-09-14T15:53:31.094,94.870,0.385,0.922,0.035
1568490811104,2019-09-14T15:53:31.104,94.880,0.385,0.918,0.036
1568490811114,2019-09-14T15:53:31.114,94.890,0.383,0.917,0.039
1568490811124,2019-09-14T15:53:31.124,94.900,0.382,0.914,0.038
1568490811134,2019-09-14T15:53:31.134,94.910,0.379,0.913,0.040
1568490811144,2019-09-14T15:53:31.144,94.920,0.375,0.911,0.041
1568490811154,2019-09-14T15:53:31.154,94.930,0.368,0.899,0.040
1568490811164,2019-09-14T15:53:31.164,94.940,0.362,0.894,0.037
1568490811174,2019-09-14T15:53:31.174,94.950,0.359,0.895,0.037
1568490811184,2019-09-14T15:53:31.184,94.960,0.360,0.902,0.036
1568490811194,2019-09-14T15:53:31.194,94.970,0.357,0.906,0.037
1568490811204,2019-09-14T15:53:31.204,94.980,0.359,0.913,0.038
1568490811214,2019-09-14T15:53:31.214,94.990,0.357,0.918,0.038
1568490811224,2019-09-14T15:53:31.224,95.000,0.358,0.919,0.035
1568490811234,2019-09-14T15:53:31.234,95.010,0.359,0.918,0.030
1568490811244,2019-09-14T15:53:31.244,95.020,0.354,0.915,0.031
1568490811254,2019-09-14T15:53:31.254,95.030,0.354,0.915,0.030
1568490811264,2019-09-14T15:53:31.264,95.040,0.356,0.920,0.026
1568490811274,2019-09-14T15:53:31.274,95.050,0.354,0.919,0.023
1568490811284,2019-09-14T15:53:31.284,95.060,0.357,0.921,0.021
1568490811294,2019-09-14T15:53:31.294,95.070,0.357,0.924,0.020
1568490811304,2019-09-14T15:53:31.304,95.080,0.357,0.927,0.016
1568490811314,2019-09-14T15:53:31.314,95.090,0.358,0.922,0.014
1568490811324,2019-09-14T15:53:31.324,95.100,0.358,0.922,0.011
1568490811334,2019-09-14T15:53:31.334,95.110,0.355,0.922,0.007
1568490811344,2019-09-14T15:53:31.344,95.120,0.357,0.922,0.006
1568490811354,2019-09-14T15:53:31.354,95.130,0.358,0.920,0.006
1568490811364,2019-09-14T15:53:31.364,95.140,0.360,0.920,0.003
1568490811374,2019-09-14T15:53:31.374,95.150,0.365,0.926,0.001
1568490811384,2019-09-14T15:53:31.384,95.160,0.366,0.931,0.002
1568490811394,2019-09-14T15:53:31.394,95.170,0.365,0.927,0.003
1568490811404,2019-09-14T15:53:31.404,95.180,0.361,0.927,0.000
1568490811414,2019-09-14T15:53:31.414,95.190,0.361,0.927,0.003
1568490811424,2019-09-14T15:53:31.424,95.200,0.359,0.925,0.001
1568490811434,2019-09-14T15:53:31.434,95.210,0.358,0.925,0.000
1568490811444,2019-09-14T15:53:31.444,95.220,0.356,0.923,-0.000
1568490811454,2019-09-14T15:53:31.454,95.230,0.359,0.921,0.001
1568490811464,2019-09-14T15:53:31.464,95.240,0.362,0.922,0.001
1568490811474,2019-09-14T15:53:31.474,95.250,0.361,0.925,0.002
1568490811484,2019-09-14T15:53:31.484,95.260,0.362,0.925,0.001
1568490811494,2019-09-14T15:53:31.494,95.270,0.363,0.924,0.003
1568490811504,2019-09-14T15:53:31.504,95.280,0.360,0.924,0.003
1568490811514,2019-09-14T15:53:31.514,95.290,0.360,0.924,0.004
1568490811524,2019-09-14T15:53:31.524,95.300,0.359,0.922,0.006
1568490811534,2019-09-14T15:53:31.534,95.310,0.358,0.917,0.007
1568490811544,2019-09-14T15:53:31.544,95.320,0.356,0.908,0.007
1568490811554,2019-09-14T15:53:31.554,95.330,0.356,0.906,0.007
1568490811564,2019-09-14T15:53:31.564,95.340,0.356,0.912,0.008
1568490811574,2019-09-14T15:53:31.574,95.350,0.364,0.911,0.005
1568490811584,2019-09-14T15:53:31.584,95.360,0.367,0.904,0.009
1568490811594,2019-09-14T15:53:31.594,95.370,0.372,0.899,0.007
1568490811604,2019-09-14T15:53:31.604,95.380,0.376,0.894,0.006
1568490811614,2019-09-14T15:53:31.614,95.390,0.384,0.895,0.007
1568490811624,2019-09-14T15:53:31.624,95.400,0.396,0.900,0.003
1568490811634,2019-09-14T15:53:31.634,95.410,0.407,0.910,0.002
1568490811644,2019-09-14T15:53:31.644,95.420,0.419,0.910,0.004
1568490811654,2019-09-14T15:53:31.654,95.430,0.425,0.901,0.005
1568490811664,2019-09-14T15:53:31.664,95.440,0.428,0.893,0.004
1568490811674,2019-09-14T15:53:31.674,95.450,0.429,0.889,0.006
1568490811684,2019-09-14T15:53:31.684,95.460,0.432,0.886,0.006
1568490811694,2019-09-14T15:53:31.694,95.470,0.435,0.888,0.008
1568490811704,2019-09-14T15:53:31.704,95.480,0.437,0.882,0.012
1568490811714,2019-09-14T15:53:31.714,95.490,0.442,0.881,0.010
1568490811724,2019-09-14T15:53:31.724,95.500,0.444,0.882,0.009
1568490811734,2019-09-14T15:53:31.734,95.510,0.446,0.877,0.010
1568490811744,2019-09-14T15:53:31.744,95.520,0.448,0.871,0.015
1568490811754,2019-09-14T15:53:31.754,95.530,0.446,0.869,0.021
1568490811764,2019-09-14T15:53:31.764,95.540,0.445,0.866,0.021
1568490811774,2019-09-14T15:53:31.774,95.550,0.443,0.857,0.023
1568490811784,2019-09-14T15:53:31.784,95.560,0.443,0.852,0.029
1568490811794,2019-09-14T15:53:31.794,95.570,0.441,0.847,0.031
1568490811804,2019-09-14T15:53:31.804,95.580,0.438,0.839,0.034
1568490811814,2019-09-14T15:53:31.814,95.590,0.434,0.835,0.038
1568490811824,2019-09-14T15:53:31.824,95.600,0.433,0.832,0.036
1568490811834,2019-09-14T15:53:31.834,95.610,0.431,0.827,0.043
1568490811844,2019-09-14T15:53:31.844,95.620,0.428,0.823,0.048
1568490811854,2019-09-14T15:53:31.854,95.630,0.425,0.815,0.049
1568490811864,2019-09-14T15:53:31.864,95.640,0.418,0.814,0.051
1568490811874,2019-09-14T15:53:31.874,95.650,0.412,0.813,0.055
1568490811884,2019-09-14T15:53:31.884,95.660,0.402,0.804,0.058
1568490811894,2019-09-14T15:53:31.894,95.670,0.395,0.797,0.061
1568490811904,2019-09-14T15:53:31.904,95.680,0.390,0.796,0.066
1568490811914,2019-09-14T15:53:31.914,95.690,0.383,0.800,0.066
1568490811924,2019-09-14T15:53:31.924,95.700,0.372,0.799,0.064
1568490811934,2019-09-14T15:53:31.934,95.710,0.360,0.789,0.067
1568490811944,2019-09-14T15:53:31.944,95.720,0.341,0.779,0.066
1568490811954,2019-09-14T15:53:31.954,95.730,0.331,0.788,0.065
1568490811964,2019-09-14T15:53:31.964,95.740,0.330,0.808,0.068
1568490811974,2019-09-14T15:53:31.974,95.750,0.313,0.804,0.067
1568490811984,2019-09-14T15:53:31.984,95.760,0.291,0.786,0.065
1568490811994,2019-09-14T15:53:31.994,95.770,0.277,0.775,0.066
1568490812004,2019-09-14T15:53:32.004,95.780,0.258,0.758,0.063
1568490812014,2019-09-14T15:53:32.014,95.790,0.229,0.720,0.062
1568490812024,2019-09-14T15:53:32.024,95.800,0.204,0.679,0.063
1568490812034,2019-09-14T15:53:32.034,95.810,0.182,0.651,0.063
