epoch (ms),time (-13:00),elapsed (s),x-axis (g),y-axis (g),z-axis (g)
1568490719884,2019-09-14T15:51:59.884,3.660,-0.008,0.782,-0.004
1568490719894,2019-09-14T15:51:59.894,3.670,0.011,0.747,0.001
1568490719904,2019-09-14T15:51:59.904,3.680,0.041,0.712,0.010
1568490719914,2019-09-14T15:51:59.914,3.690,0.080,0.699,0.002
1568490719924,2019-09-14T15:51:59.924,3.700,0.107,0.713,-0.011
1568490719934,2019-09-14T15:51:59.934,3.710,0.129,0.736,-0.018
1568490719944,2019-09-14T15:51:59.944,3.720,0.146,0.744,-0.024
1568490719954,2019-09-14T15:51:59.954,3.730,0.149,0.722,-0.023
1568490719964,2019-09-14T15:51:59.964,3.740,0.160,0.691,-0.021
1568490719974,2019-09-14T15:51:59.974,3.750,0.169,0.673,-0.019
1568490719984,2019-09-14T15:51:59.984,3.760,0.179,0.665,-0.015
1568490719994,2019-09-14T15:51:59.994,3.770,0.193,0.657,-0.009
1568490720004,2019-09-14T15:52:00.004,3.780,0.201,0.651,0.001
1568490720014,2019-09-14T15:52:00.014,3.790,0.206,0.646,0.012
1568490720024,2019-09-14T15:52:00.024,3.800,0.208,0.644,0.019
1568490720034,2019-09-14T15:52:00.034,3.810,0.216,0.662,0.023
1568490720044,2019-09-14T15:52:00.044,3.820,0.213,0.680,0.028
1568490720054,2019-09-14T15:52:00.054,3.830,0.219,0.688,0.030
1568490720064,2019-09-14T15:52:00.064,3.840,0.220,0.695,0.033
1568490720074,2019-09-14T15:52:00.074,3.850,0.219,0.698,0.031
1568490720084,2019-09-14T15:52:00.084,3.860,0.232,0.714,0.031
1568490720094,2019-09-14T15:52:00.094,3.870,0.242,0.741,0.025
1568490720104,2019-09-14T15:52:00.104,3.880,0.245,0.765,0.021
1568490720114,2019-09-14T15:52:00.114,3.890,0.248,0.771,0.019
1568490720124,2019-09-14T15:52:00.124,3.900,0.253,0.773,0.018
1568490720134,2019-09-14T15:52:00.134,3.910,0.261,0.805,0.013
1568490720144,2019-09-14T15:52:00.144,3.920,0.260,0.841,0.005
1568490720154,2019-09-14T15:52:00.154,3.930,0.259,0.854,0.001
1568490720164,2019-09-14T15:52:00.164,3.940,0.257,0.851,-0.001
1568490720174,2019-09-14T15:52:00.174,3.950,0.257,0.845,-0.004
1568490720184,2019-09-14T15:52:00.184,3.960,0.260,0.845,-0.006
1568490720194,2019-09-14T15:52:00.194,3.970,0.266,0.847,-0.004
1568490720204,2019-09-14T15:52:00.204,3.980,0.271,0.842,-0.003
1568490720214,2019-09-14T15:52:00.214,3.990,0.282,0.837,0.000
1568490720224,2019-09-14T15:52:00.224,4.000,0.293,0.836,-0.002
1568490720234,2019-09-14T15:52:00.234,4.010,0.307,0.838,0.002
1568490720244,2019-09-14T15:52:00.244,4.020,0.314,0.841,0.000
1568490720254,2019-09-14T15:52:00.254,4.030,0.320,0.850,0.000
1568490720264,2019-09-14T15:52:00.264,4.040,0.328,0.847,0.000
1568490720274,2019-09-14T15:52:00.274,4.050,0.336,0.853,-0.002
1568490720284,2019-09-14T15:52:00.284,4.060,0.343,0.869,-0.002
1568490720294,2019-09-14T15:52:00.294,4.070,0.351,0.883,-0.002
1568490720304,2019-09-14T15:52:00.304,4.080,0.353,0.883,-0.004
1568490720314,2019-09-14T15:52:00.314,4.090,0.351,0.877,-0.004
1568490720324,2019-09-14T15:52:00.324,4.100,0.352,0.886,-0.007
1568490720334,2019-09-14T15:52:00.334,4.110,0.348,0.894,-0.007
1568490720344,2019-09-14T15:52:00.344,4.120,0.347,0.891,-0.009
1568490720354,2019-09-14T15:52:00.354,4.130,0.342,0.885,-0.013
1568490720364,2019-09-14T15:52:00.364,4.140,0.342,0.883,-0.015
1568490720374,2019-09-14T15:52:00.374,4.150,0.340,0.888,-0.013
1568490720384,2019-09-14T15:52:00.384,4.160,0.340,0.891,-0.014
1568490720394,2019-09-14T15:52:00.394,4.170,0.344,0.895,-0.015
1568490720404,2019-09-14T15:52:00.404,4.180,0.341,0.896,-0.017
1568490720414,2019-09-14T15:52:00.414,4.190,0.338,0.886,-0.021
1568490720424,2019-09-14T15:52:00.424,4.200,0.344,0.887,-0.023
1568490720434,2019-09-14T15:52:00.434,4.210,0.344,0.896,-0.025
1568490720444,2019-09-14T15:52:00.444,4.220,0.348,0.903,-0.026
1568490720454,2019-09-14T15:52:00.454,4.230,0.349,0.906,-0.027
1568490720464,2019-09-14T15:52:00.464,4.240,0.357,0.915,-0.028
1568490720474,2019-09-14T15:52:00.474,4.250,0.356,0.930,-0.029
1568490720484,2019-09-14T15:52:00.484,4.260,0.349,0.916,-0.029
1568490720494,2019-09-14T15:52:00.494,4.270,0.351,0.910,-0.027
1568490720504,2019-09-14T15:52:00.504,4.280,0.353,0.926,-0.031
1568490720514,2019-09-14T15:52:00.514,4.290,0.351,0.933,-0.028
1568490720524,2019-09-14T15:52:00.524,4.300,0.358,0.935,-0.025
1568490720534,2019-09-14T15:52:00.534,4.310,0.357,0.937,-0.026
1568490720544,2019-09-14T15:52:00.544,4.320,0.350,0.928,-0.026
1568490720554,2019-09-14T15:52:00.554,4.330,0.350,0.918,-0.026
1568490720564,2019-09-14T15:52:00.564,4.340,0.361,0.929,-0.023
1568490720574,2019-09-14T15:52:00.574,4.350,0.367,0.939,-0.022
1568490720584,2019-09-14T15:52:00.584,4.360,0.361,0.933,-0.018
1568490720594,2019-09-14T15:52:00.594,4.370,0.356,0.926,-0.017
1568490720604,2019-09-14T15:52:00.604,4.380,0.354,0.929,-0.017
1568490720614,2019-09-14T15:52:00.614,4.390,0.350,0.926,-0.014
1568490720624,2019-09-14T15:52:00.624,4.400,0.343,0.922,-0.013
1568490720634,2019-09-14T15:52:00.634,4.410,0.337,0.919,-0.014
1568490720644,2019-09-14T15:52:00.644,4.420,0.333,0.914,-0.010
1568490720654,2019-09-14T15:52:00.654,4.430,0.330,0.909,-0.010
1568490720664,2019-09-14T15:52:00.664,4.440,0.325,0.911,-0.007
1568490720674,2019-09-14T15:52:00.674,4.450,0.321,0.914,-0.007
1568490720684,2019-09-14T15:52:00.684,4.460,0.326,0.913,-0.005
1568490720694,2019-09-14T15:52:00.694,4.470,0.329,0.919,-0.002
1568490720704,2019-09-14T15:52:00.704,4.480,0.333,0.931,-0.002
1568490720714,2019-09-14T15:52:00.714,4.490,0.335,0.940,-0.005
1568490720724,2019-09-14T15:52:00.724,4.500,0.333,0.941,-0.001
1568490720734,2019-09-14T15:52:00.734,4.510,0.328,0.942,-0.002
1568490720744,2019-09-14T15:52:00.744,4.520,0.321,0.933,-0.005
1568490720754,2019-09-14T15:52:00.754,4.530,0.315,0.931,0.000
1568490720764,2019-09-14T15:52:00.764,4.540,0.317,0.933,0.000
1568490720774,2019-09-14T15:52:00.774,4.550,0.316,0.932,-0.002
1568490720784,2019-09-14T15:52:00.784,4.560,0.314,0.934,-0.003
1568490720794,2019-09-14T15:52:00.794,4.570,0.314,0.941,-0.004
1568490720804,2019-09-14T15:52:00.804,4.580,0.310,0.945,-0.004
1568490720814,2019-09-14T15:52:00.814,4.590,0.307,0.948,-0.009
1568490720824,2019-09-14T15:52:00.824,4.600,0.305,0.949,-0.008
1568490720834,2019-09-14T15:52:00.834,4.610,0.305,0.945,-0.007
1568490720844,2019-09-14T15:52:00.844,4.620,0.303,0.944,-0.010
1568490720854,2019-09-14T15:52:00.854,4.630,0.301,0.944,-0.006
1568490720864,2019-09-14T15:52:00.864,4.640,0.300,0.941,-0.010
1568490720874,2019-09-14T15:52:00.874,4.650,0.305,0.941,-0.009
1568490720884,2019-09-14T15:52:00.884,4.660,0.303,0.940,-0.006
1568490720894,2019-09-14T15:52:00.894,4.670,0.302,0.937,-0.009
1568490720904,2019-09-14T15:52:00.904,4.680,0.306,0.934,-0.011
1568490720914,2019-09-14T15:52:00.914,4.690,0.308,0.931,-0.007
1568490720924,2019-09-14T15:52:00.924,4.700,0.311,0.928,-0.007
1568490720934,2019-09-14T15:52:00.934,4.710,0.313,0.927,-0.008
1568490720944,2019-09-14T15:52:00.944,4.720,0.315,0.927,-0.009
1568490720954,2019-09-14T15:52:00.954,4.730,0.317,0.928,-0.007
1568490720964,2019-09-14T15:52:00.964,4.740,0.321,0.928,-0.004
1568490720974,2019-09-14T15:52:00.974,4.750,0.319,0.924,-0.007
1568490720984,2019-09-14T15:52:00.984,4.760,0.315,0.919,-0.007
1568490720994,2019-09-14T15:52:00.994,4.770,0.316,0.916,-0.007
1568490721004,2019-09-14T15:52:01.004,4.780,0.324,0.920,-0.005
1568490721014,2019-09-14T15:52:01.014,4.790,0.325,0.931,-0.007
1568490721024,2019-09-14T15:52:01.024,4.800,0.322,0.930,-0.008
1568490721034,2019-09-14T15:52:01.034,4.810,0.326,0.931,-0.008
1568490721044,2019-09-14T15:52:01.044,4.820,0.328,0.937,-0.011
1568490721054,2019-09-14T15:52:01.054,4.830,0.325,0.940,-0.012
1568490721064,2019-09-14T15:52:01.064,4.840,0.325,0.936,-0.015
1568490721074,2019-09-14T15:52:01.074,4.850,0.329,0.933,-0.016
1568490721084,2019-09-14T15:52:01.084,4.860,0.331,0.939,-0.018
1568490721094,2019-09-14T15:52:01.094,4.870,0.331,0.942,-0.019
1568490721104,2019-09-14T15:52:01.104,4.880,0.339,0.944,-0.019
1568490721114,2019-09-14T15:52:01.114,4.890,0.341,0.939,-0.023
1568490721124,2019-09-14T15:52:01.124,4.900,0.342,0.934,-0.021
1568490721134,2019-09-14T15:52:01.134,4.910,0.341,0.932,-0.018
1568490721144,2019-09-14T15:52:01.144,4.920,0.339,0.928,-0.021
1568490721154,2019-09-14T15:52:01.154,4.930,0.341,0.929,-0.017
1568490721164,2019-09-14T15:52:01.164,4.940,0.341,0.929,-0.017
1568490721174,2019-09-14T15:52:01.174,4.950,0.343,0.930,-0.018
1568490721184,2019-09-14T15:52:01.184,4.960,0.343,0.927,-0.015
1568490721194,2019-09-14T15:52:01.194,4.970,0.342,0.922,-0.014
1568490721204,2019-09-14T15:52:01.204,4.980,0.342,0.920,-0.017
1568490721214,2019-09-14T15:52:01.214,4.990,0.342,0.921,-0.017
1568490721224,2019-09-14T15:52:01.224,5.000,0.346,0.921,-0.016
1568490721234,2019-09-14T15:52:01.234,5.010,0.346,0.920,-0.017
1568490721244,2019-09-14T15:52:01.244,5.020,0.347,0.920,-0.013
1568490721254,2019-09-14T15:52:01.254,5.030,0.352,0.919,-0.014
1568490721264,2019-09-14T15:52:01.264,5.040,0.354,0.919,-0.017
1568490721274,2019-09-14T15:52:01.274,5.050,0.359,0.924,-0.016
1568490721284,2019-09-14T15:52:01.284,5.060,0.359,0.926,-0.018
1568490721294,2019-09-14T15:52:01.294,5.070,0.358,0.921,-0.017
1568490721304,2019-09-14T15:52:01.304,5.080,0.359,0.920,-0.016
1568490721314,2019-09-14T15:52:01.314,5.090,0.366,0.926,-0.018
1568490721324,2019-09-14T15:52:01.324,5.100,0.363,0.925,-0.017
1568490721334,2019-09-14T15:52:01.334,5.110,0.361,0.918,-0.017
1568490721344,2019-09-14T15:52:01.344,5.120,0.364,0.919,-0.018
1568490721354,2019-09-14T15:52:01.354,5.130,0.363,0.916,-0.019
1568490721364,2019-09-14T15:52:01.364,5.140,0.361,0.916,-0.019
1568490721374,2019-09-14T15:52:01.374,5.150,0.362,0.915,-0.017
1568490721384,2019-09-14T15:52:01.384,5.160,0.363,0.917,-0.014
1568490721394,2019-09-14T15:52:01.394,5.170,0.362,0.915,-0.014
1568490721404,2019-09-14T15:52:01.404,5.180,0.360,0.915,-0.015
1568490721414,2019-09-14T15:52:01.414,5.190,0.361,0.915,-0.014
1568490721424,2019-09-14T15:52:01.424,5.200,0.365,0.918,-0.013
1568490721434,2019-09-14T15:52:01.434,5.210,0.367,0.919,-0.014
1568490721444,2019-09-14T15:52:01.444,5.220,0.363,0.918,-0.014
1568490721454,2019-09-14T15:52:01.454,5.230,0.366,0.917,-0.015
1568490721464,2019-09-14T15:52:01.464,5.240,0.364,0.917,-0.014
1568490721474,2019-09-14T15:52:01.474,5.250,0.366,0.916,-0.012
1568490721484,2019-09-14T15:52:01.484,5.260,0.360,0.913,-0.014
1568490721494,2019-09-14T15:52:01.494,5.270,0.363,0.910,-0.012
1568490721504,2019-09-14T15:52:01.504,5.280,0.359,0.909,-0.012
1568490721514,2019-09-14T15:52:01.514,5.290,0.361,0.910,-0.010
1568490721524,2019-09-14T15:52:01.524,5.300,0.358,0.907,-0.013
1568490721534,2019-09-14T15:52:01.534,5.310,0.370,0.916,-0.010
1568490721544,2019-09-14T15:52:01.544,5.320,0.368,0.923,-0.012
1568490721554,2019-09-14T15:52:01.554,5.330,0.366,0.910,-0.012
1568490721564,2019-09-14T15:52:01.564,5.340,0.371,0.911,-0.009
1568490721574,2019-09-14T15:52:01.574,5.350,0.375,0.921,-0.012
1568490721584,2019-09-14T15:52:01.584,5.360,0.375,0.915,-0.010
1568490721594,2019-09-14T15:52:01.594,5.370,0.373,0.910,-0.009
1568490721604,2019-09-14T15:52:01.604,5.380,0.375,0.914,-0.009
1568490721614,2019-09-14T15:52:01.614,5.390,0.376,0.912,-0.011
1568490721624,2019-09-14T15:52:01.624,5.400,0.375,0.912,-0.010
1568490721634,2019-09-14T15:52:01.634,5.410,0.377,0.911,-0.007
1568490721644,2019-09-14T15:52:01.644,5.420,0.378,0.908,-0.005
1568490721654,2019-09-14T15:52:01.654,5.430,0.380,0.908,-0.008
1568490721664,2019-09-14T15:52:01.664,5.440,0.382,0.911,-0.007
1568490721674,2019-09-14T15:52:01.674,5.450,0.382,0.912,-0.006
1568490721684,2019-09-14T15:52:01.684,5.460,0.382,0.913,-0.006
1568490721694,2019-09-14T15:52:01.694,5.470,0.383,0.910,-0.003
1568490721704,2019-09-14T15:52:01.704,5.480,0.384,0.913,-0.001
1568490721714,2019-09-14T15:52:01.714,5.490,0.382,0.910,0.001
1568490721724,2019-09-14T15:52:01.724,5.500,0.381,0.904,0.001
1568490721734,2019-09-14T15:52:01.734,5.510,0.381,0.903,0.000
1568490721744,2019-09-14T15:52:01.744,5.520,0.379,0.902,0.001
1568490721754,2019-09-14T15:52:01.754,5.530,0.379,0.899,0.000
1568490721764,2019-09-14T15:52:01.764,5.540,0.381,0.898,0.004
1568490721774,2019-09-14T15:52:01.774,5.550,0.379,0.903,0.002
1568490721784,2019-09-14T15:52:01.784,5.560,0.379,0.901,0.000
1568490721794,2019-09-14T15:52:01.794,5.570,0.377,0.898,0.004
1568490721804,2019-09-14T15:52:01.804,5.580,0.374,0.899,0.003
1568490721814,2019-09-14T15:52:01.814,5.590,0.375,0.900,0.005
1568490721824,2019-09-14T15:52:01.824,5.600,0.375,0.896,0.005
1568490721834,2019-09-14T15:52:01.834,5.610,0.381,0.900,0.002
1568490721844,2019-09-14T15:52:01.844,5.620,0.381,0.906,-0.000
1568490721854,2019-09-14T15:52:01.854,5.630,0.388,0.911,0.002
1568490721864,2019-09-14T15:52:01.864,5.640,0.386,0.909,0.000
1568490721874,2019-09-14T15:52:01.874,5.650,0.383,0.902,0.000
1568490721884,2019-09-14T15:52:01.884,5.660,0.382,0.896,-0.002
1568490721894,2019-09-14T15:52:01.894,5.670,0.385,0.892,-0.004
1568490721904,2019-09-14T15:52:01.904,5.680,0.384,0.890,-0.006
1568490721914,2019-09-14T15:52:01.914,5.690,0.383,0.882,-0.008
1568490721924,2019-09-14T15:52:01.924,5.700,0.383,0.879,-0.006
1568490721934,2019-09-14T15:52:01.934,5.710,0.383,0.882,-0.008
1568490721944,2019-09-14T15:52:01.944,5.720,0.384,0.879,-0.009
1568490721954,2019-09-14T15:52:01.954,5.730,0.385,0.873,-0.012
1568490721964,2019-09-14T15:52:01.964,5.740,0.387,0.870,-0.013
1568490721974,2019-09-14T15:52:01.974,5.750,0.393,0.869,-0.018
1568490721984,2019-09-14T15:52:01.984,5.760,0.390,0.866,-0.024
1568490721994,2019-09-14T15:52:01.994,5.770,0.384,0.860,-0.030
1568490722004,2019-09-14T15:52:02.004,5.780,0.380,0.855,-0.034
1568490722014,2019-09-14T15:52:02.014,5.790,0.372,0.854,-0.041
1568490722024,2019-09-14T15:52:02.024,5.800,0.365,0.844,-0.046
1568490722034,2019-09-14T15:52:02.034,5.810,0.361,0.838,-0.047
1568490722044,2019-09-14T15:52:02.044,5.820,0.365,0.846,-0.047
1568490722054,2019-09-14T15:52:02.054,5.830,0.376,0.859,-0.048
1568490722064,2019-09-14T15:52:02.064,5.840,0.385,0.877,-0.046
1568490722074,2019-09-14T15:52:02.074,5.850,0.385,0.880,-0.036
1568490722084,2019-09-14T15:52:02.084,5.860,0.384,0.866,-0.027
1568490722094,2019-09-14T15:52:02.094,5.870,0.386,0.867,-0.022
1568490722104,2019-09-14T15:52:02.104,5.880,0.391,0.880,-0.020
1568490722114,2019-09-14T15:52:02.114,5.890,0.389,0.878,-0.016
1568490722124,2019-09-14T15:52:02.124,5.900,0.389,0.862,-0.012
1568490722134,2019-09-14T15:52:02.134,5.910,0.392,0.851,-0.008
1568490722144,2019-09-14T15:52:02.144,5.920,0.390,0.835,-0.007
1568490722154,2019-09-14T15:52:02.154,5.930,0.391,0.826,-0.011
1568490722164,2019-09-14T15:52:02.164,5.940,0.390,0.826,-0.015
1568490722174,2019-09-14T15:52:02.174,5.950,0.391,0.821,-0.013
1568490722184,2019-09-14T15:52:02.184,5.960,0.389,0.807,-0.012
1568490722194,2019-09-14T15:52:02.194,5.970,0.387,0.800,-0.011
1568490722204,2019-09-14T15:52:02.204,5.980,0.393,0.795,-0.011
1568490722214,2019-09-14T15:52:02.214,5.990,0.394,0.790,-0.013
1568490722224,2019-09-14T15:52:02.224,6.000,0.387,0.776,-0.011
1568490722234,2019-09-14T15:52:02.234,6.010,0.376,0.759,-0.009
1568490722244,2019-09-14T15:52:02.244,6.020,0.364,0.740,-0.006
1568490722254,2019-09-14T15:52:02.254,6.030,0.350,0.714,-0.005
1568490722264,2019-09-14T15:52:02.264,6.040,0.337,0.688,-0.011
1568490722274,2019-09-14T15:52:02.274,6.050,0.331,0.669,-0.013
1568490722284,2019-09-14T15:52:02.284,6.060,0.324,0.657,-0.015
1568490722294,2019-09-14T15:52:02.294,6.070,0.316,0.641,-0.014
1568490722304,2019-09-14T15:52:02.304,6.080,0.307,0.625,-0.013
1568490722314,2019-09-14T15:52:02.314,6.090,0.294,0.622,-0.012
1568490722324,2019-09-14T15:52:02.324,6.100,0.281,0.622,-0.007
1568490722334,2019-09-14T15:52:02.334,6.110,0.268,0.625,-0.008
1568490722344,2019-09-14T15:52:02.344,6.120,0.257,0.613,-0.008
1568490722354,2019-09-14T15:52:02.354,6.130,0.243,0.623,-0.005
1568490722364,2019-09-14T15:52:02.364,6.140,0.215,0.638,-0.004
1568490722374,2019-09-14T15:52:02.374,6.150,0.182,0.622,-0.002
1568490722384,2019-09-14T15:52:02.384,6.160,0.141,0.603,-0.005
1568490722394,2019-09-14T15:52:02.394,6.170,0.112,0.610,0.000
1568490722404,2019-09-14T15:52:02.404,6.180,0.101,0.631,-0.003
1568490722414,2019-09-14T15:52:02.414,6.190,0.102,0.658,-0.005
1568490722424,2019-09-14T15:52:02.424,6.200,0.099,0.698,-0.007
1568490722434,2019-09-14T15:52:02.434,6.210,0.080,0.717,-0.014
1568490722444,2019-09-14T15:52:02.444,6.220,0.046,0.720,-0.016
1568490722454,2019-09-14T15:52:02.454,6.230,0.007,0.731,-0.018
1568490722464,2019-09-14T15:52:02.464,6.240,-0.021,0.744,-0.024
1568490722474,2019-09-14T15:52:02.474,6.250,-0.052,0.750,-0.031
1568490722484,2019-09-14T15:52:02.484,6.260,-0.100,0.748,-0.040
1568490722494,2019-09-14T15:52:02.494,6.270,-0.129,0.749,-0.047
1568490722504,2019-09-14T15:52:02.504,6.280,-0.142,0.784,-0.058
1568490722514,2019-09-14T15:52:02.514,6.290,-0.153,0.813,-0.070
1568490722524,2019-09-14T15:52:02.524,6.300,-0.173,0.817,-0.078
1568490722534,2019-09-14T15:52:02.534,6.310,-0.199,0.811,-0.083
1568490722544,2019-09-14T15:52:02.544,6.320,-0.208,0.826,-0.091
1568490722554,2019-09-14T15:52:02.554,6.330,-0.220,0.863,-0.096
1568490722564,2019-09-14T15:52:02.564,6.340,-0.225,0.902,-0.096
1568490722574,2019-09-14T15:52:02.574,6.350,-0.255,0.905,-0.108
1568490722584,2019-09-14T15:52:02.584,6.360,-0.295,0.876,-0.115
1568490722594,2019-09-14T15:52:02.594,6.370,-0.319,0.868,-0.122
1568490722604,2019-09-14T15:52:02.604,6.380,-0.340,0.880,-0.129
1568490722614,2019-09-14T15:52:02.614,6.390,-0.354,0.907,-0.138
1568490722624,2019-09-14T15:52:02.624,6.400,-0.364,0.940,-0.146
1568490722634,2019-09-14T15:52:02.634,6.410,-0.371,0.946,-0.140
1568490722644,2019-09-14T15:52:02.644,6.420,-0.396,0.925,-0.130
1568490722654,2019-09-14T15:52:02.654,6.430,-0.427,0.905,-0.110
1568490722664,2019-09-14T15:52:02.664,6.440,-0.417,0.934,-0.098
1568490722674,2019-09-14T15:52:02.674,6.450,-0.385,0.976,-0.106
1568490722684,2019-09-14T15:52:02.684,6.460,-0.393,0.972,-0.108
1568490722694,2019-09-14T15:52:02.694,6.470,-0.425,0.955,-0.105
1568490722704,2019-09-14T15:52:02.704,6.480,-0.437,0.970,-0.099
1568490722714,2019-09-14T15:52:02.714,6.490,-0.448,0.992,-0.099
1568490722724,2019-09-14T15:52:02.724,6.500,-0.478,0.988,-0.096
1568490722734,2019-09-14T15:52:02.734,6.510,-0.484,0.983,-0.088
1568490722744,2019-09-14T15:52:02.744,6.520,-0.472,0.996,-0.095
1568490722754,2019-09-14T15:52:02.754,6.530,-0.477,0.987,-0.105
1568490722764,2019-09-14T15:52:02.764,6.540,-0.486,0.970,-0.104
1568490722774,2019-09-14T15:52:02.774,6.550,-0.497,0.974,-0.101
1568490722784,2019-09-14T15:52:02.784,6.560,-0.513,0.970,-0.103
1568490722794,2019-09-14T15:52:02.794,6.570,-0.532,0.961,-0.110
1568490722804,2019-09-14T15:52:02.804,6.580,-0.543,0.969,-0.125
1568490722814,2019-09-14T15:52:02.814,6.590,-0.544,0.995,-0.137
1568490722824,2019-09-14T15:52:02.824,6.600,-0.558,0.992,-0.146
1568490722834,2019-09-14T15:52:02.834,6.610,-0.581,0.979,-0.153
1568490722844,2019-09-14T15:52:02.844,6.620,-0.609,0.966,-0.161
1568490722854,2019-09-14T15:52:02.854,6.630,-0.614,0.991,-0.159
1568490722864,2019-09-14T15:52:02.864,6.640,-0.623,1.052,-0.159
1568490722874,2019-09-14T15:52:02.874,6.650,-0.661,1.088,-0.161
1568490722884,2019-09-14T15:52:02.884,6.660,-0.709,1.092,-0.167
1568490722894,2019-09-14T15:52:02.894,6.670,-0.752,1.100,-0.155
1568490722904,2019-09-14T15:52:02.904,6.680,-0.782,1.105,-0.153
1568490722914,2019-09-14T15:52:02.914,6.690,-0.795,1.112,-0.151
1568490722924,2019-09-14T15:52:02.924,6.700,-0.803,1.116,-0.152
1568490722934,2019-09-14T15:52:02.934,6.710,-0.792,1.089,-0.157
1568490722944,2019-09-14T15:52:02.944,6.720,-0.792,1.086,-0.167
1568490722954,2019-09-14T15:52:02.954,6.730,-0.801,1.117,-0.184
1568490722964,2019-09-14T15:52:02.964,6.740,-0.803,1.145,-0.199
1568490722974,2019-09-14T15:52:02.974,6.750,-0.823,1.129,-0.205
1568490722984,2019-09-14T15:52:02.984,6.760,-0.834,1.065,-0.201
1568490722994,2019-09-14T15:52:02.994,6.770,-0.833,1.021,-0.188
1568490723004,2019-09-14T15:52:03.004,6.780,-0.821,1.061,-0.178
1568490723014,2019-09-14T15:52:03.014,6.790,-0.838,1.150,-0.182
1568490723024,2019-09-14T15:52:03.024,6.800,-0.880,1.164,-0.202
1568490723034,2019-09-14T15:52:03.034,6.810,-0.899,1.101,-0.205
1568490723044,2019-09-14T15:52:03.044,6.820,-0.897,1.057,-0.207
1568490723054,2019-09-14T15:52:03.054,6.830,-0.892,1.014,-0.208
1568490723064,2019-09-14T15:52:03.064,6.840,-0.854,0.979,-0.195
1568490723074,2019-09-14T15:52:03.074,6.850,-0.787,1.037,-0.190
1568490723084,2019-09-14T15:52:03.084,6.860,-0.780,1.099,-0.202
1568490723094,2019-09-14T15:52:03.094,6.870,-0.825,1.045,-0.203
1568490723104,2019-09-14T15:52:03.104,6.880,-0.806,0.984,-0.186
1568490723114,2019-09-14T15:52:03.114,6.890,-0.765,0.973,-0.173
1568490723124,2019-09-14T15:52:03.124,6.900,-0.745,0.921,-0.152
1568490723134,2019-09-14T15:52:03.134,6.910,-0.731,0.842,-0.125
1568490723144,2019-09-14T15:52:03.144,6.920,-0.689,0.832,-0.109
1568490723154,2019-09-14T15:52:03.154,6.930,-0.607,0.981,-0.105
1568490723164,2019-09-14T15:52:03.164,6.940,-0.566,1.144,-0.111
1568490723174,2019-09-14T15:52:03.174,6.950,-0.552,1.128,-0.108
1568490723184,2019-09-14T15:52:03.184,6.960,-0.546,1.027,-0.103
1568490723194,2019-09-14T15:52:03.194,6.970,-0.528,0.992,-0.102
1568490723204,2019-09-14T15:52:03.204,6.980,-0.479,1.010,-0.100
1568490723214,2019-09-14T15:52:03.214,6.990,-0.416,1.022,-0.100
1568490723224,2019-09-14T15:52:03.224,7.000,-0.366,1.017,-0.093
1568490723234,2019-09-14T15:52:03.234,7.010,-0.313,1.043,-0.087
1568490723244,2019-09-14T15:52:03.244,7.020,-0.274,1.090,-0.094
1568490723254,2019-09-14T15:52:03.254,7.030,-0.287,1.096,-0.095
1568490723264,2019-09-14T15:52:03.264,7.040,-0.314,1.057,-0.098
1568490723274,2019-09-14T15:52:03.274,7.050,-0.336,1.010,-0.094
1568490723284,2019-09-14T15:52:03.284,7.060,-0.351,0.983,-0.084
1568490723294,2019-09-14T15:52:03.294,7.070,-0.350,0.960,-0.077
1568490723304,2019-09-14T15:52:03.304,7.080,-0.351,0.920,-0.070
1568490723314,2019-09-14T15:52:03.314,7.090,-0.333,0.898,-0.065
1568490723324,2019-09-14T15:52:03.324,7.100,-0.310,0.934,-0.079
1568490723334,2019-09-14T15:52:03.334,7.110,-0.317,0.931,-0.109
1568490723344,2019-09-14T15:52:03.344,7.120,-0.335,0.844,-0.116
