epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1568490775728,2019-09-14T15:52:55.728,59.580,1.098,-0.366,22.500
1568490775738,2019-09-14T15:52:55.738,59.590,1.707,-0.732,22.500
1568490775748,2019-09-14T15:52:55.748,59.600,2.378,-0.915,22.683
1568490775758,2019-09-14T15:52:55.758,59.610,2.683,-0.671,22.927
1568490775768,2019-09-14T15:52:55.768,59.620,3.354,-0.671,22.927
1568490775778,2019-09-14T15:52:55.778,59.630,4.024,-0.427,23.049
1568490775788,2019-09-14T15:52:55.788,59.640,3.780,0.122,23.659
1568490775798,2019-09-14T15:52:55.798,59.650,3.659,0.671,24.329
1568490775808,2019-09-14T15:52:55.808,59.660,4.390,0.915,24.695
1568490775818,2019-09-14T15:52:55.818,59.670,5.061,1.220,24.695
1568490775828,2019-09-14T15:52:55.828,59.680,4.573,1.951,25.061
1568490775838,2019-09-14T15:52:55.838,59.690,4.573,2.256,24.695
1568490775848,2019-09-14T15:52:55.848,59.700,5.793,2.195,23.537
1568490775858,2019-09-14T15:52:55.858,59.710,6.829,2.439,22.378
1568490775868,2019-09-14T15:52:55.868,59.720,7.073,2.927,21.463
1568490775878,2019-09-14T15:52:55.878,59.730,6.768,3.476,20.732
1568490775888,2019-09-14T15:52:55.888,59.740,6.463,4.024,20.061
1568490775898,2019-09-14T15:52:55.898,59.750,6.037,4.573,19.451
1568490775908,2019-09-14T15:52:55.908,59.760,5.671,5.000,18.841
1568490775918,2019-09-14T15:52:55.918,59.770,5.671,5.183,18.354
1568490775928,2019-09-14T15:52:55.928,59.780,5.549,5.366,18.049
1568490775938,2019-09-14T15:52:55.938,59.790,5.122,5.427,18.110
1568490775948,2019-09-14T15:52:55.948,59.800,5.244,5.610,17.988
1568490775958,2019-09-14T15:52:55.958,59.810,5.244,5.671,17.805
1568490775968,2019-09-14T15:52:55.968,59.820,5.061,5.793,17.439
1568490775978,2019-09-14T15:52:55.978,59.830,4.634,6.037,16.829
1568490775988,2019-09-14T15:52:55.988,59.840,3.720,6.463,16.768
1568490775998,2019-09-14T15:52:55.998,59.850,3.354,6.829,16.524
1568490776008,2019-09-14T15:52:56.008,59.860,3.110,6.890,16.220
1568490776018,2019-09-14T15:52:56.018,59.870,2.317,7.012,16.402
1568490776028,2019-09-14T15:52:56.028,59.880,1.341,7.195,16.707
1568490776038,2019-09-14T15:52:56.038,59.890,0.549,7.256,16.829
1568490776048,2019-09-14T15:52:56.048,59.900,-0.305,7.134,17.134
1568490776058,2019-09-14T15:52:56.058,59.910,-0.610,6.768,16.890
1568490776068,2019-09-14T15:52:56.068,59.920,-0.671,6.220,16.280
1568490776078,2019-09-14T15:52:56.078,59.930,-1.402,5.793,15.549
1568490776088,2019-09-14T15:52:56.088,59.940,-1.768,5.244,14.329
1568490776098,2019-09-14T15:52:56.098,59.950,-1.829,4.573,12.744
1568490776108,2019-09-14T15:52:56.108,59.960,-2.439,4.085,11.280
1568490776118,2019-09-14T15:52:56.118,59.970,-3.415,3.841,10.244
1568490776128,2019-09-14T15:52:56.128,59.980,-4.634,3.720,9.573
1568490776138,2019-09-14T15:52:56.138,59.990,-5.793,3.598,9.207
1568490776148,2019-09-14T15:52:56.148,60.000,-6.890,3.415,8.902
1568490776158,2019-09-14T15:52:56.158,60.010,-7.805,3.110,8.780
1568490776168,2019-09-14T15:52:56.168,60.020,-8.354,2.805,8.902
1568490776178,2019-09-14T15:52:56.178,60.030,-8.537,2.439,8.902
1568490776188,2019-09-14T15:52:56.188,60.040,-8.293,1.768,8.659
1568490776198,2019-09-14T15:52:56.198,60.050,-7.744,1.037,8.354
1568490776208,2019-09-14T15:52:56.208,60.060,-7.195,0.427,7.927
1568490776218,2019-09-14T15:52:56.218,60.070,-6.951,0.183,7.378
1568490776228,2019-09-14T15:52:56.228,60.080,-6.646,0.061,6.768
1568490776238,2019-09-14T15:52:56.238,60.090,-6.159,-0.061,6.098
1568490776248,2019-09-14T15:52:56.248,60.100,-5.610,0.000,5.488
1568490776258,2019-09-14T15:52:56.258,60.110,-5.366,0.183,4.878
1568490776268,2019-09-14T15:52:56.268,60.120,-4.817,0.244,4.268
1568490776278,2019-09-14T15:52:56.278,60.130,-4.329,0.366,3.598
1568490776288,2019-09-14T15:52:56.288,60.140,-3.841,0.305,3.049
1568490776298,2019-09-14T15:52:56.298,60.150,-3.354,0.183,2.561
1568490776308,2019-09-14T15:52:56.308,60.160,-2.805,-0.061,2.012
1568490776318,2019-09-14T15:52:56.318,60.170,-2.195,-0.244,1.402
1568490776328,2019-09-14T15:52:56.328,60.180,-1.890,-0.549,1.098
1568490776338,2019-09-14T15:52:56.338,60.190,-1.707,-0.854,0.671
1568490776348,2019-09-14T15:52:56.348,60.200,-1.463,-1.220,0.305
1568490776358,2019-09-14T15:52:56.358,60.210,-1.220,-1.585,0.000
1568490776368,2019-09-14T15:52:56.368,60.220,-1.159,-1.829,-0.061
1568490776378,2019-09-14T15:52:56.378,60.230,-1.280,-1.951,-0.122
1568490776388,2019-09-14T15:52:56.388,60.240,-1.585,-2.073,-0.122
1568490776398,2019-09-14T15:52:56.398,60.250,-1.646,-2.073,-0.122
1568490776408,2019-09-14T15:52:56.408,60.260,-1.768,-2.073,-0.061
1568490776418,2019-09-14T15:52:56.418,60.270,-2.073,-2.012,0.122
1568490776428,2019-09-14T15:52:56.428,60.280,-2.195,-1.829,0.244
1568490776438,2019-09-14T15:52:56.438,60.290,-2.317,-1.585,0.122
1568490776448,2019-09-14T15:52:56.448,60.300,-2.500,-1.280,0.122
1568490776458,2019-09-14T15:52:56.458,60.310,-2.683,-0.793,-0.061
1568490776468,2019-09-14T15:52:56.468,60.320,-2.805,-0.244,-0.244
1568490776478,2019-09-14T15:52:56.478,60.330,-2.744,0.244,-0.610
1568490776488,2019-09-14T15:52:56.488,60.340,-2.744,0.976,-0.915
1568490776498,2019-09-14T15:52:56.498,60.350,-2.927,1.585,-1.098
1568490776508,2019-09-14T15:52:56.508,60.360,-2.988,2.378,-1.098
1568490776518,2019-09-14T15:52:56.518,60.370,-2.988,2.988,-1.098
1568490776528,2019-09-14T15:52:56.528,60.380,-2.988,3.537,-0.976
1568490776538,2019-09-14T15:52:56.538,60.390,-2.805,3.963,-0.854
1568490776548,2019-09-14T15:52:56.548,60.400,-2.744,4.268,-0.732
1568490776558,2019-09-14T15:52:56.558,60.410,-2.378,4.390,-0.549
1568490776568,2019-09-14T15:52:56.568,60.420,-1.829,4.268,-0.366
1568490776578,2019-09-14T15:52:56.578,60.430,-1.585,4.207,-0.183
1568490776588,2019-09-14T15:52:56.588,60.440,-1.037,4.085,-0.061
1568490776598,2019-09-14T15:52:56.598,60.450,-0.671,3.841,0.183
1568490776608,2019-09-14T15:52:56.608,60.460,-0.427,3.720,0.488
1568490776618,2019-09-14T15:52:56.618,60.470,-0.122,3.537,0.610
1568490776628,2019-09-14T15:52:56.628,60.480,0.305,3.293,0.732
1568490776638,2019-09-14T15:52:56.638,60.490,0.549,3.049,0.976
1568490776648,2019-09-14T15:52:56.648,60.500,0.854,2.805,1.159
1568490776658,2019-09-14T15:52:56.658,60.510,1.159,2.561,1.341
1568490776668,2019-09-14T15:52:56.668,60.520,1.524,2.256,1.646
1568490776678,2019-09-14T15:52:56.678,60.530,2.073,2.012,1.951
1568490776688,2019-09-14T15:52:56.688,60.540,2.561,1.585,2.012
1568490776698,2019-09-14T15:52:56.698,60.550,2.927,1.402,2.073
1568490776708,2019-09-14T15:52:56.708,60.560,3.049,1.280,2.195
1568490776718,2019-09-14T15:52:56.718,60.570,3.049,1.159,2.256
1568490776728,2019-09-14T15:52:56.728,60.580,3.110,0.976,2.134
1568490776738,2019-09-14T15:52:56.738,60.590,3.293,0.976,1.768
1568490776748,2019-09-14T15:52:56.748,60.600,3.354,0.793,1.402
1568490776758,2019-09-14T15:52:56.758,60.610,3.415,0.671,0.976
1568490776768,2019-09-14T15:52:56.768,60.620,3.659,0.549,0.427
1568490776778,2019-09-14T15:52:56.778,60.630,3.659,0.488,-0.183
1568490776788,2019-09-14T15:52:56.788,60.640,3.476,0.488,-0.915
1568490776798,2019-09-14T15:52:56.798,60.650,3.293,0.671,-1.524
1568490776808,2019-09-14T15:52:56.808,60.660,2.988,0.854,-1.890
1568490776818,2019-09-14T15:52:56.818,60.670,2.561,1.098,-2.012
1568490776828,2019-09-14T15:52:56.828,60.680,2.500,1.280,-2.012
1568490776838,2019-09-14T15:52:56.838,60.690,2.439,1.524,-1.768
1568490776848,2019-09-14T15:52:56.848,60.700,2.073,1.829,-0.671
1568490776858,2019-09-14T15:52:56.858,60.710,1.585,2.195,0.549
1568490776868,2019-09-14T15:52:56.868,60.720,1.463,2.317,1.829
1568490776878,2019-09-14T15:52:56.878,60.730,1.829,2.134,2.988
1568490776888,2019-09-14T15:52:56.888,60.740,2.073,1.890,4.268
1568490776898,2019-09-14T15:52:56.898,60.750,2.134,1.707,5.244
1568490776908,2019-09-14T15:52:56.908,60.760,2.195,1.524,6.098
1568490776918,2019-09-14T15:52:56.918,60.770,2.317,1.280,6.707
1568490776928,2019-09-14T15:52:56.928,60.780,2.439,1.220,7.195
1568490776938,2019-09-14T15:52:56.938,60.790,2.256,1.098,7.622
1568490776948,2019-09-14T15:52:56.948,60.800,2.195,0.976,7.683
1568490776958,2019-09-14T15:52:56.958,60.810,2.256,0.732,7.500
1568490776968,2019-09-14T15:52:56.968,60.820,2.256,0.488,7.256
1568490776978,2019-09-14T15:52:56.978,60.830,2.744,0.000,6.890
1568490776988,2019-09-14T15:52:56.988,60.840,2.927,-0.427,6.159
1568490776998,2019-09-14T15:52:56.998,60.850,2.744,-0.793,5.488
1568490777008,2019-09-14T15:52:57.008,60.860,2.683,-1.037,4.756
1568490777018,2019-09-14T15:52:57.018,60.870,2.622,-1.280,3.841
1568490777028,2019-09-14T15:52:57.028,60.880,2.378,-1.402,2.988
1568490777038,2019-09-14T15:52:57.038,60.890,1.890,-1.463,2.256
1568490777048,2019-09-14T15:52:57.048,60.900,1.402,-1.341,1.585
1568490777058,2019-09-14T15:52:57.058,60.910,1.159,-1.402,1.037
1568490777068,2019-09-14T15:52:57.068,60.920,0.854,-1.402,0.366
1568490777078,2019-09-14T15:52:57.078,60.930,0.671,-1.463,-0.244
1568490777088,2019-09-14T15:52:57.088,60.940,0.427,-1.463,-0.793
1568490777098,2019-09-14T15:52:57.098,60.950,0.122,-1.402,-1.341
1568490777108,2019-09-14T15:52:57.108,60.960,0.000,-1.402,-2.134
1568490777118,2019-09-14T15:52:57.118,60.970,0.366,-1.524,-2.805
1568490777128,2019-09-14T15:52:57.128,60.980,0.488,-1.646,-3.110
1568490777138,2019-09-14T15:52:57.138,60.990,0.671,-1.707,-3.293
1568490777148,2019-09-14T15:52:57.148,61.000,1.159,-1.829,-3.415
1568490777158,2019-09-14T15:52:57.158,61.010,1.707,-2.073,-3.598
1568490777168,2019-09-14T15:52:57.168,61.020,1.829,-1.951,-3.476
1568490777178,2019-09-14T15:52:57.178,61.030,1.890,-1.829,-3.232
1568490777188,2019-09-14T15:52:57.188,61.040,1.829,-1.585,-2.805
1568490777198,2019-09-14T15:52:57.198,61.050,1.707,-1.159,-2.073
1568490777208,2019-09-14T15:52:57.208,61.060,1.646,-0.732,-1.463
1568490777218,2019-09-14T15:52:57.218,61.070,1.707,-0.427,-0.854
1568490777228,2019-09-14T15:52:57.228,61.080,1.890,-0.366,-0.183
1568490777238,2019-09-14T15:52:57.238,61.090,2.073,-0.183,0.305
1568490777248,2019-09-14T15:52:57.248,61.100,2.256,-0.122,0.671
1568490777258,2019-09-14T15:52:57.258,61.110,2.317,-0.122,0.854
1568490777268,2019-09-14T15:52:57.268,61.120,2.439,-0.183,0.915
1568490777278,2019-09-14T15:52:57.278,61.130,2.683,-0.244,0.549
1568490777288,2019-09-14T15:52:57.288,61.140,2.683,-0.366,0.122
1568490777298,2019-09-14T15:52:57.298,61.150,2.561,-0.305,-0.305
1568490777308,2019-09-14T15:52:57.308,61.160,2.500,-0.427,-0.976
1568490777318,2019-09-14T15:52:57.318,61.170,2.378,-0.488,-1.524
1568490777328,2019-09-14T15:52:57.328,61.180,2.012,-0.549,-2.012
1568490777338,2019-09-14T15:52:57.338,61.190,1.585,-0.671,-2.500
1568490777348,2019-09-14T15:52:57.348,61.200,1.585,-0.854,-2.988
1568490777358,2019-09-14T15:52:57.358,61.210,1.524,-1.280,-3.598
1568490777368,2019-09-14T15:52:57.368,61.220,1.341,-1.829,-4.146
1568490777378,2019-09-14T15:52:57.378,61.230,1.402,-2.134,-4.817
1568490777388,2019-09-14T15:52:57.388,61.240,1.402,-2.500,-5.732
1568490777398,2019-09-14T15:52:57.398,61.250,1.159,-2.805,-6.707
1568490777408,2019-09-14T15:52:57.408,61.260,0.915,-3.110,-7.744
1568490777418,2019-09-14T15:52:57.418,61.270,0.915,-3.293,-8.720
1568490777428,2019-09-14T15:52:57.428,61.280,0.915,-3.476,-9.390
1568490777438,2019-09-14T15:52:57.438,61.290,0.793,-3.537,-10.000
1568490777448,2019-09-14T15:52:57.448,61.300,1.159,-3.720,-10.610
1568490777458,2019-09-14T15:52:57.458,61.310,1.768,-3.902,-11.159
1568490777468,2019-09-14T15:52:57.468,61.320,2.134,-3.963,-11.707
1568490777478,2019-09-14T15:52:57.478,61.330,2.683,-4.024,-12.317
1568490777488,2019-09-14T15:52:57.488,61.340,3.293,-4.268,-12.927
1568490777498,2019-09-14T15:52:57.498,61.350,3.780,-4.268,-13.476
1568490777508,2019-09-14T15:52:57.508,61.360,4.085,-4.268,-14.268
1568490777518,2019-09-14T15:52:57.518,61.370,4.451,-4.207,-15.061
1568490777528,2019-09-14T15:52:57.528,61.380,4.695,-3.841,-15.793
1568490777538,2019-09-14T15:52:57.538,61.390,4.573,-3.598,-16.768
1568490777548,2019-09-14T15:52:57.548,61.400,4.390,-3.232,-17.866
1568490777558,2019-09-14T15:52:57.558,61.410,4.207,-2.866,-19.024
1568490777568,2019-09-14T15:52:57.568,61.420,3.780,-2.378,-20.305
1568490777578,2019-09-14T15:52:57.578,61.430,3.415,-1.829,-21.890
1568490777588,2019-09-14T15:52:57.588,61.440,3.354,-1.463,-23.963
1568490777598,2019-09-14T15:52:57.598,61.450,3.659,-1.402,-26.524
1568490777608,2019-09-14T15:52:57.608,61.460,3.720,-1.220,-29.268
1568490777618,2019-09-14T15:52:57.618,61.470,3.476,-0.976,-32.195
1568490777628,2019-09-14T15:52:57.628,61.480,3.171,-0.610,-35.427
1568490777638,2019-09-14T15:52:57.638,61.490,2.805,-0.122,-38.720
1568490777648,2019-09-14T15:52:57.648,61.500,2.317,0.427,-42.012
1568490777658,2019-09-14T15:52:57.658,61.510,2.439,0.793,-45.610
1568490777668,2019-09-14T15:52:57.668,61.520,3.293,0.610,-49.512
1568490777678,2019-09-14T15:52:57.678,61.530,3.598,0.427,-53.415
1568490777688,2019-09-14T15:52:57.688,61.540,3.963,0.122,-57.927
1568490777698,2019-09-14T15:52:57.698,61.550,5.061,-0.183,-63.110
1568490777708,2019-09-14T15:52:57.708,61.560,5.549,-0.427,-68.598
1568490777718,2019-09-14T15:52:57.718,61.570,5.488,-0.061,-74.085
1568490777728,2019-09-14T15:52:57.728,61.580,5.122,0.427,-80.061
1568490777738,2019-09-14T15:52:57.738,61.590,4.756,1.098,-86.585
1568490777748,2019-09-14T15:52:57.748,61.600,4.329,1.829,-93.415
1568490777758,2019-09-14T15:52:57.758,61.610,3.963,2.500,-100.488
1568490777768,2019-09-14T15:52:57.768,61.620,4.085,2.744,-107.927
1568490777778,2019-09-14T15:52:57.778,61.630,4.939,2.744,-115.122
1568490777788,2019-09-14T15:52:57.788,61.640,5.732,2.500,-121.098
1568490777798,2019-09-14T15:52:57.798,61.650,5.976,2.561,-125.854
1568490777808,2019-09-14T15:52:57.808,61.660,6.280,2.500,-129.634
1568490777818,2019-09-14T15:52:57.818,61.670,6.829,2.317,-132.744
1568490777828,2019-09-14T15:52:57.828,61.680,7.622,2.012,-135.366
1568490777838,2019-09-14T15:52:57.838,61.690,8.537,1.646,-137.744
1568490777848,2019-09-14T15:52:57.848,61.700,9.329,1.463,-139.817
1568490777858,2019-09-14T15:52:57.858,61.710,9.878,1.037,-141.220
1568490777868,2019-09-14T15:52:57.868,61.720,10.549,0.915,-141.829
1568490777878,2019-09-14T15:52:57.878,61.730,10.976,0.915,-141.524
1568490777888,2019-09-14T15:52:57.888,61.740,11.341,0.610,-141.585
1568490777898,2019-09-14T15:52:57.898,61.750,12.561,0.122,-142.622
1568490777908,2019-09-14T15:52:57.908,61.760,14.329,-0.427,-143.476
1568490777918,2019-09-14T15:52:57.918,61.770,15.061,-0.671,-143.841
1568490777928,2019-09-14T15:52:57.928,61.780,14.695,-0.244,-143.415
1568490777938,2019-09-14T15:52:57.938,61.790,14.024,0.427,-142.866
1568490777948,2019-09-14T15:52:57.948,61.800,13.780,1.037,-142.927
1568490777958,2019-09-14T15:52:57.958,61.810,14.268,1.220,-142.866
1568490777968,2019-09-14T15:52:57.968,61.820,14.756,1.098,-142.439
1568490777978,2019-09-14T15:52:57.978,61.830,15.061,1.037,-142.134
1568490777988,2019-09-14T15:52:57.988,61.840,15.976,0.732,-142.561
1568490777998,2019-09-14T15:52:57.998,61.850,17.988,0.000,-143.293
1568490778008,2019-09-14T15:52:58.008,61.860,19.573,-0.671,-142.195
1568490778018,2019-09-14T15:52:58.018,61.870,19.817,-0.854,-138.841
1568490778028,2019-09-14T15:52:58.028,61.880,20.183,-1.585,-134.695
1568490778038,2019-09-14T15:52:58.038,61.890,20.305,-2.073,-130.061
1568490778048,2019-09-14T15:52:58.048,61.900,19.146,-2.012,-124.512
1568490778058,2019-09-14T15:52:58.058,61.910,18.415,-1.951,-119.085
1568490778068,2019-09-14T15:52:58.068,61.920,18.232,-2.134,-113.902
1568490778078,2019-09-14T15:52:58.078,61.930,18.293,-2.866,-109.573
1568490778088,2019-09-14T15:52:58.088,61.940,18.537,-3.476,-106.341
1568490778098,2019-09-14T15:52:58.098,61.950,17.805,-3.476,-103.171
1568490778108,2019-09-14T15:52:58.108,61.960,16.159,-2.988,-100.183
1568490778118,2019-09-14T15:52:58.118,61.970,14.207,-2.622,-96.829
1568490778128,2019-09-14T15:52:58.128,61.980,12.439,-2.805,-92.866
1568490778138,2019-09-14T15:52:58.138,61.990,11.585,-3.659,-88.902
1568490778148,2019-09-14T15:52:58.148,62.000,10.793,-4.695,-84.451
1568490778158,2019-09-14T15:52:58.158,62.010,10.244,-5.976,-79.695
1568490778168,2019-09-14T15:52:58.168,62.020,10.793,-7.683,-75.244
1568490778178,2019-09-14T15:52:58.178,62.030,12.500,-9.695,-72.378
1568490778188,2019-09-14T15:52:58.188,62.040,13.537,-10.549,-70.671
1568490778198,2019-09-14T15:52:58.198,62.050,12.378,-10.122,-68.049
1568490778208,2019-09-14T15:52:58.208,62.060,11.098,-9.756,-64.634
1568490778218,2019-09-14T15:52:58.218,62.070,11.768,-10.244,-61.707
1568490778228,2019-09-14T15:52:58.228,62.080,13.232,-11.220,-58.841
1568490778238,2019-09-14T15:52:58.238,62.090,14.573,-11.463,-56.098
1568490778248,2019-09-14T15:52:58.248,62.100,15.122,-10.366,-53.902
1568490778258,2019-09-14T15:52:58.258,62.110,13.659,-7.988,-51.098
1568490778268,2019-09-14T15:52:58.268,62.120,11.402,-5.427,-47.805
1568490778278,2019-09-14T15:52:58.278,62.130,10.427,-3.720,-44.817
1568490778288,2019-09-14T15:52:58.288,62.140,10.061,-2.866,-41.951
1568490778298,2019-09-14T15:52:58.298,62.150,9.390,-2.500,-39.146
1568490778308,2019-09-14T15:52:58.308,62.160,8.415,-2.134,-36.707
1568490778318,2019-09-14T15:52:58.318,62.170,7.683,-1.463,-34.634
1568490778328,2019-09-14T15:52:58.328,62.180,7.561,-0.671,-32.927
1568490778338,2019-09-14T15:52:58.338,62.190,6.341,0.488,-30.671
1568490778348,2019-09-14T15:52:58.348,62.200,4.756,1.402,-27.927
1568490778358,2019-09-14T15:52:58.358,62.210,4.939,1.463,-25.732
1568490778368,2019-09-14T15:52:58.368,62.220,5.732,1.524,-23.659
1568490778378,2019-09-14T15:52:58.378,62.230,5.732,1.951,-21.220
1568490778388,2019-09-14T15:52:58.388,62.240,4.878,2.744,-18.049
1568490778398,2019-09-14T15:52:58.398,62.250,3.902,3.354,-15.000
1568490778408,2019-09-14T15:52:58.408,62.260,4.512,3.049,-12.500
1568490778418,2019-09-14T15:52:58.418,62.270,6.524,2.073,-10.305
1568490778428,2019-09-14T15:52:58.428,62.280,8.232,0.976,-7.622
1568490778438,2019-09-14T15:52:58.438,62.290,8.476,0.183,-3.110
1568490778448,2019-09-14T15:52:58.448,62.300,7.805,-0.427,1.646
1568490778458,2019-09-14T15:52:58.458,62.310,8.415,-1.585,5.366
1568490778468,2019-09-14T15:52:58.468,62.320,9.390,-2.805,8.232
1568490778478,2019-09-14T15:52:58.478,62.330,8.720,-3.232,10.671
1568490778488,2019-09-14T15:52:58.488,62.340,7.317,-3.049,11.829
1568490778498,2019-09-14T15:52:58.498,62.350,6.098,-2.744,12.256
1568490778508,2019-09-14T15:52:58.508,62.360,3.963,-1.768,14.634
1568490778518,2019-09-14T15:52:58.518,62.370,0.610,-0.244,20.732
1568490778528,2019-09-14T15:52:58.528,62.380,-3.293,1.585,29.695
1568490778538,2019-09-14T15:52:58.538,62.390,-6.768,2.988,37.988
1568490778548,2019-09-14T15:52:58.548,62.400,-8.659,3.841,43.902
1568490778558,2019-09-14T15:52:58.558,62.410,-9.329,4.085,48.110
1568490778568,2019-09-14T15:52:58.568,62.420,-9.512,4.024,50.305
1568490778578,2019-09-14T15:52:58.578,62.430,-8.780,3.720,51.098
1568490778588,2019-09-14T15:52:58.588,62.440,-8.232,3.659,53.232
1568490778598,2019-09-14T15:52:58.598,62.450,-9.329,4.146,58.537
1568490778608,2019-09-14T15:52:58.608,62.460,-10.488,4.329,65.122
1568490778618,2019-09-14T15:52:58.618,62.470,-9.268,3.232,69.695
1568490778628,2019-09-14T15:52:58.628,62.480,-6.098,1.159,71.768
1568490778638,2019-09-14T15:52:58.638,62.490,-2.927,-0.915,72.378
1568490778648,2019-09-14T15:52:58.648,62.500,-0.183,-3.049,71.585
1568490778658,2019-09-14T15:52:58.658,62.510,2.683,-4.939,69.451
1568490778668,2019-09-14T15:52:58.668,62.520,4.817,-6.524,67.256
1568490778678,2019-09-14T15:52:58.678,62.530,6.037,-7.927,65.549
1568490778688,2019-09-14T15:52:58.688,62.540,7.439,-9.207,63.354
1568490778698,2019-09-14T15:52:58.698,62.550,8.780,-10.122,60.793
1568490778708,2019-09-14T15:52:58.708,62.560,8.476,-10.061,58.476
1568490778718,2019-09-14T15:52:58.718,62.570,6.829,-8.780,56.280
1568490778728,2019-09-14T15:52:58.728,62.580,5.000,-7.012,54.207
1568490778738,2019-09-14T15:52:58.738,62.590,3.963,-5.427,52.073
1568490778748,2019-09-14T15:52:58.748,62.600,3.537,-4.207,50.183
1568490778758,2019-09-14T15:52:58.758,62.610,3.049,-2.988,49.024
1568490778768,2019-09-14T15:52:58.768,62.620,2.012,-1.585,48.354
1568490778778,2019-09-14T15:52:58.778,62.630,-0.244,0.488,48.354
1568490778788,2019-09-14T15:52:58.788,62.640,-3.232,3.049,49.085
1568490778798,2019-09-14T15:52:58.798,62.650,-5.366,5.061,49.878
1568490778808,2019-09-14T15:52:58.808,62.660,-6.402,6.341,50.793
1568490778818,2019-09-14T15:52:58.818,62.670,-7.683,7.439,52.073
1568490778828,2019-09-14T15:52:58.828,62.680,-8.659,8.354,53.780
1568490778838,2019-09-14T15:52:58.838,62.690,-9.085,8.902,55.305
1568490778848,2019-09-14T15:52:58.848,62.700,-9.451,9.085,56.646
1568490778858,2019-09-14T15:52:58.858,62.710,-9.268,9.085,57.988
1568490778868,2019-09-14T15:52:58.868,62.720,-8.598,8.841,59.817
1568490778878,2019-09-14T15:52:58.878,62.730,-8.415,8.476,62.744
1568490778888,2019-09-14T15:52:58.888,62.740,-8.415,8.049,66.463
1568490778898,2019-09-14T15:52:58.898,62.750,-7.988,7.378,69.634
1568490778908,2019-09-14T15:52:58.908,62.760,-6.951,6.159,71.707
1568490778918,2019-09-14T15:52:58.918,62.770,-5.976,4.634,73.232
1568490778928,2019-09-14T15:52:58.928,62.780,-5.976,3.415,74.695
1568490778938,2019-09-14T15:52:58.938,62.790,-6.524,2.439,75.549
1568490778948,2019-09-14T15:52:58.948,62.800,-7.195,1.646,75.793
1568490778958,2019-09-14T15:52:58.958,62.810,-8.415,1.280,76.524
1568490778968,2019-09-14T15:52:58.968,62.820,-10.122,1.341,77.988
1568490778978,2019-09-14T15:52:58.978,62.830,-11.098,1.280,79.024
1568490778988,2019-09-14T15:52:58.988,62.840,-10.732,0.854,78.841
1568490778998,2019-09-14T15:52:58.998,62.850,-10.061,0.305,78.171
1568490779008,2019-09-14T15:52:59.008,62.860,-9.939,0.061,77.683
1568490779018,2019-09-14T15:52:59.018,62.870,-9.756,0.000,76.829
1568490779028,2019-09-14T15:52:59.028,62.880,-10.061,0.244,75.915
1568490779038,2019-09-14T15:52:59.038,62.890,-11.707,1.220,75.732
1568490779048,2019-09-14T15:52:59.048,62.900,-13.537,2.439,75.488
1568490779058,2019-09-14T15:52:59.058,62.910,-14.207,3.293,74.573
1568490779068,2019-09-14T15:52:59.068,62.920,-14.268,3.963,73.354
1568490779078,2019-09-14T15:52:59.078,62.930,-14.634,4.573,72.317
1568490779088,2019-09-14T15:52:59.088,62.940,-14.878,4.939,71.524
1568490779098,2019-09-14T15:52:59.098,62.950,-14.573,5.122,70.854
1568490779108,2019-09-14T15:52:59.108,62.960,-14.146,5.183,70.305
1568490779118,2019-09-14T15:52:59.118,62.970,-13.537,4.939,70.061
1568490779128,2019-09-14T15:52:59.128,62.980,-12.500,4.451,69.695
1568490779138,2019-09-14T15:52:59.138,62.990,-11.402,4.146,69.573
1568490779148,2019-09-14T15:52:59.148,63.000,-10.549,3.720,69.390
1568490779158,2019-09-14T15:52:59.158,63.010,-9.512,3.232,68.720
1568490779168,2019-09-14T15:52:59.168,63.020,-8.415,2.866,67.561
1568490779178,2019-09-14T15:52:59.178,63.030,-7.622,2.683,65.854
1568490779188,2019-09-14T15:52:59.188,63.040,-6.768,2.500,63.415
1568490779198,2019-09-14T15:52:59.198,63.050,-5.793,2.561,60.366
1568490779208,2019-09-14T15:52:59.208,63.060,-5.244,3.049,57.317
1568490779218,2019-09-14T15:52:59.218,63.070,-5.305,3.720,54.939
1568490779228,2019-09-14T15:52:59.228,63.080,-5.488,4.512,52.805
1568490779238,2019-09-14T15:52:59.238,63.090,-5.671,5.305,51.220
1568490779248,2019-09-14T15:52:59.248,63.100,-5.915,6.037,50.244
1568490779258,2019-09-14T15:52:59.258,63.110,-5.793,6.646,49.207
1568490779268,2019-09-14T15:52:59.268,63.120,-5.427,7.012,48.354
1568490779278,2019-09-14T15:52:59.278,63.130,-5.305,7.561,47.744
1568490779288,2019-09-14T15:52:59.288,63.140,-5.244,7.988,47.134
1568490779298,2019-09-14T15:52:59.298,63.150,-5.183,8.415,46.524
1568490779308,2019-09-14T15:52:59.308,63.160,-5.122,8.841,45.854
1568490779318,2019-09-14T15:52:59.318,63.170,-5.122,9.268,45.427
1568490779328,2019-09-14T15:52:59.328,63.180,-5.122,9.451,45.244
1568490779338,2019-09-14T15:52:59.338,63.190,-5.366,9.512,45.244
1568490779348,2019-09-14T15:52:59.348,63.200,-5.061,9.268,45.000
1568490779358,2019-09-14T15:52:59.358,63.210,-4.573,8.841,44.573
1568490779368,2019-09-14T15:52:59.368,63.220,-4.146,8.415,44.085
