epoch (ms),time (-13:00),elapsed (s),x-axis (deg/s),y-axis (deg/s),z-axis (deg/s)
1568490719748,2019-09-14T15:51:59.748,3.600,-12.744,5.244,67.805
1568490719758,2019-09-14T15:51:59.758,3.610,-15.000,7.378,69.268
1568490719768,2019-09-14T15:51:59.768,3.620,-16.890,9.329,70.000
1568490719778,2019-09-14T15:51:59.778,3.630,-18.780,11.280,70.000
1568490719788,2019-09-14T15:51:59.788,3.640,-20.610,12.927,69.451
1568490719798,2019-09-14T15:51:59.798,3.650,-21.220,13.659,67.866
1568490719808,2019-09-14T15:51:59.808,3.660,-20.366,13.049,65.305
1568490719818,2019-09-14T15:51:59.818,3.670,-17.866,11.402,61.585
1568490719828,2019-09-14T15:51:59.828,3.680,-15.000,9.268,57.012
1568490719838,2019-09-14T15:51:59.838,3.690,-11.951,6.951,52.683
1568490719848,2019-09-14T15:51:59.848,3.700,-9.268,4.695,49.085
1568490719858,2019-09-14T15:51:59.858,3.710,-7.439,2.866,46.037
1568490719868,2019-09-14T15:51:59.868,3.720,-6.768,1.463,43.598
1568490719878,2019-09-14T15:51:59.878,3.730,-6.524,0.244,41.463
1568490719888,2019-09-14T15:51:59.888,3.740,-6.341,-1.098,39.451
1568490719898,2019-09-14T15:51:59.898,3.750,-5.732,-2.622,37.439
1568490719908,2019-09-14T15:51:59.908,3.760,-4.695,-4.146,35.671
1568490719918,2019-09-14T15:51:59.918,3.770,-3.537,-5.305,34.146
1568490719928,2019-09-14T15:51:59.928,3.780,-2.866,-5.427,34.329
1568490719938,2019-09-14T15:51:59.938,3.790,-3.598,-4.634,35.244
1568490719948,2019-09-14T15:51:59.948,3.800,-5.061,-3.171,36.098
1568490719958,2019-09-14T15:51:59.958,3.810,-6.341,-1.463,36.524
1568490719968,2019-09-14T15:51:59.968,3.820,-6.951,0.061,35.854
1568490719978,2019-09-14T15:51:59.978,3.830,-6.768,1.524,33.963
1568490719988,2019-09-14T15:51:59.988,3.840,-6.280,2.927,31.341
1568490719998,2019-09-14T15:51:59.998,3.850,-5.549,4.146,28.049
1568490720008,2019-09-14T15:52:00.008,3.860,-4.268,4.817,24.573
1568490720018,2019-09-14T15:52:00.018,3.870,-2.988,5.244,21.280
1568490720028,2019-09-14T15:52:00.028,3.880,-1.585,5.549,18.049
1568490720038,2019-09-14T15:52:00.038,3.890,0.183,5.488,14.939
1568490720048,2019-09-14T15:52:00.048,3.900,1.585,5.427,12.988
1568490720058,2019-09-14T15:52:00.058,3.910,2.256,5.244,12.500
1568490720068,2019-09-14T15:52:00.068,3.920,3.171,4.634,12.378
1568490720078,2019-09-14T15:52:00.078,3.930,4.207,3.902,12.561
1568490720088,2019-09-14T15:52:00.088,3.940,5.183,2.988,13.110
1568490720098,2019-09-14T15:52:00.098,3.950,6.220,2.012,13.293
1568490720108,2019-09-14T15:52:00.108,3.960,6.768,1.220,12.744
1568490720118,2019-09-14T15:52:00.118,3.970,6.951,0.671,11.341
1568490720128,2019-09-14T15:52:00.128,3.980,7.195,0.427,9.451
1568490720138,2019-09-14T15:52:00.138,3.990,7.439,0.366,8.049
1568490720148,2019-09-14T15:52:00.148,4.000,6.890,0.732,7.683
1568490720158,2019-09-14T15:52:00.158,4.010,5.671,1.463,8.598
1568490720168,2019-09-14T15:52:00.168,4.020,4.695,2.256,10.000
1568490720178,2019-09-14T15:52:00.178,4.030,4.329,2.683,11.829
1568490720188,2019-09-14T15:52:00.188,4.040,4.634,2.744,13.780
1568490720198,2019-09-14T15:52:00.198,4.050,5.305,2.622,15.671
1568490720208,2019-09-14T15:52:00.208,4.060,6.037,2.378,17.317
1568490720218,2019-09-14T15:52:00.218,4.070,6.951,2.012,18.293
1568490720228,2019-09-14T15:52:00.228,4.080,7.988,1.707,18.598
1568490720238,2019-09-14T15:52:00.238,4.090,8.720,1.463,18.598
1568490720248,2019-09-14T15:52:00.248,4.100,9.390,1.159,17.927
1568490720258,2019-09-14T15:52:00.258,4.110,10.000,1.220,16.768
1568490720268,2019-09-14T15:52:00.268,4.120,10.000,1.585,15.732
1568490720278,2019-09-14T15:52:00.278,4.130,10.061,1.829,14.451
1568490720288,2019-09-14T15:52:00.288,4.140,10.061,2.073,13.110
1568490720298,2019-09-14T15:52:00.298,4.150,9.634,2.561,12.439
1568490720308,2019-09-14T15:52:00.308,4.160,8.476,3.049,12.317
1568490720318,2019-09-14T15:52:00.318,4.170,7.256,3.171,12.195
1568490720328,2019-09-14T15:52:00.328,4.180,6.402,3.110,12.012
1568490720338,2019-09-14T15:52:00.338,4.190,5.549,2.988,12.134
1568490720348,2019-09-14T15:52:00.348,4.200,4.451,2.683,12.134
1568490720358,2019-09-14T15:52:00.358,4.210,3.659,2.134,11.951
1568490720368,2019-09-14T15:52:00.368,4.220,3.049,1.280,11.585
1568490720378,2019-09-14T15:52:00.378,4.230,2.561,0.366,11.098
1568490720388,2019-09-14T15:52:00.388,4.240,2.134,-0.366,10.305
1568490720398,2019-09-14T15:52:00.398,4.250,1.890,-1.280,9.268
1568490720408,2019-09-14T15:52:00.408,4.260,1.463,-2.012,7.988
1568490720418,2019-09-14T15:52:00.418,4.270,1.037,-2.622,6.463
1568490720428,2019-09-14T15:52:00.428,4.280,0.854,-3.171,4.817
1568490720438,2019-09-14T15:52:00.438,4.290,0.366,-3.293,3.171
1568490720448,2019-09-14T15:52:00.448,4.300,-0.488,-3.110,1.646
1568490720458,2019-09-14T15:52:00.458,4.310,-1.280,-2.683,0.244
1568490720468,2019-09-14T15:52:00.468,4.320,-1.951,-2.195,-1.159
1568490720478,2019-09-14T15:52:00.478,4.330,-2.866,-1.402,-2.256
1568490720488,2019-09-14T15:52:00.488,4.340,-4.207,-0.610,-2.744
1568490720498,2019-09-14T15:52:00.498,4.350,-4.146,-0.366,-3.415
1568490720508,2019-09-14T15:52:00.508,4.360,-3.476,-0.427,-4.024
1568490720518,2019-09-14T15:52:00.518,4.370,-3.780,-0.183,-4.085
1568490720528,2019-09-14T15:52:00.528,4.380,-3.537,-0.122,-3.963
1568490720538,2019-09-14T15:52:00.538,4.390,-2.927,-0.183,-3.841
1568490720548,2019-09-14T15:52:00.548,4.400,-2.866,0.122,-3.537
1568490720558,2019-09-14T15:52:00.558,4.410,-2.988,0.366,-3.171
1568490720568,2019-09-14T15:52:00.568,4.420,-2.317,0.488,-2.561
1568490720578,2019-09-14T15:52:00.578,4.430,-2.256,0.976,-0.793
1568490720588,2019-09-14T15:52:00.588,4.440,-2.927,1.707,1.463
1568490720598,2019-09-14T15:52:00.598,4.450,-2.866,2.378,3.354
1568490720608,2019-09-14T15:52:00.608,4.460,-2.622,2.805,4.695
1568490720618,2019-09-14T15:52:00.618,4.470,-2.866,3.293,5.976
1568490720628,2019-09-14T15:52:00.628,4.480,-2.988,3.780,6.890
1568490720638,2019-09-14T15:52:00.638,4.490,-2.683,4.146,7.195
1568490720648,2019-09-14T15:52:00.648,4.500,-2.622,4.329,7.134
1568490720658,2019-09-14T15:52:00.658,4.510,-2.317,4.390,6.646
1568490720668,2019-09-14T15:52:00.668,4.520,-1.463,4.207,5.854
1568490720678,2019-09-14T15:52:00.678,4.530,-0.854,4.024,4.817
1568490720688,2019-09-14T15:52:00.688,4.540,-0.549,3.841,4.085
1568490720698,2019-09-14T15:52:00.698,4.550,0.000,3.537,3.110
1568490720708,2019-09-14T15:52:00.708,4.560,0.366,3.232,2.378
1568490720718,2019-09-14T15:52:00.718,4.570,0.488,3.110,2.195
1568490720728,2019-09-14T15:52:00.728,4.580,0.244,2.866,2.134
1568490720738,2019-09-14T15:52:00.738,4.590,0.000,2.683,2.073
1568490720748,2019-09-14T15:52:00.748,4.600,-0.122,2.439,2.012
1568490720758,2019-09-14T15:52:00.758,4.610,-0.183,1.890,1.707
1568490720768,2019-09-14T15:52:00.768,4.620,0.061,1.463,1.280
1568490720778,2019-09-14T15:52:00.778,4.630,0.183,0.915,0.793
1568490720788,2019-09-14T15:52:00.788,4.640,0.366,0.366,0.305
1568490720798,2019-09-14T15:52:00.798,4.650,0.610,-0.183,0.061
1568490720808,2019-09-14T15:52:00.808,4.660,0.305,-0.488,0.122
1568490720818,2019-09-14T15:52:00.818,4.670,0.122,-0.732,0.488
1568490720828,2019-09-14T15:52:00.828,4.680,-0.122,-0.915,1.037
1568490720838,2019-09-14T15:52:00.838,4.690,-0.427,-1.098,1.463
1568490720848,2019-09-14T15:52:00.848,4.700,-0.549,-1.280,2.134
1568490720858,2019-09-14T15:52:00.858,4.710,-0.549,-1.463,2.683
1568490720868,2019-09-14T15:52:00.868,4.720,-0.671,-1.646,3.232
1568490720878,2019-09-14T15:52:00.878,4.730,-0.854,-1.707,3.841
1568490720888,2019-09-14T15:52:00.888,4.740,-0.915,-1.829,4.268
1568490720898,2019-09-14T15:52:00.898,4.750,-0.854,-1.890,4.146
1568490720908,2019-09-14T15:52:00.908,4.760,-0.671,-1.890,4.207
1568490720918,2019-09-14T15:52:00.918,4.770,-0.488,-1.890,4.146
1568490720928,2019-09-14T15:52:00.928,4.780,-0.244,-1.829,4.024
1568490720938,2019-09-14T15:52:00.938,4.790,0.000,-1.829,3.780
1568490720948,2019-09-14T15:52:00.948,4.800,0.366,-1.768,3.415
1568490720958,2019-09-14T15:52:00.958,4.810,0.549,-1.463,3.110
1568490720968,2019-09-14T15:52:00.968,4.820,0.732,-1.280,2.805
1568490720978,2019-09-14T15:52:00.978,4.830,1.098,-1.098,2.561
1568490720988,2019-09-14T15:52:00.988,4.840,1.463,-1.159,2.317
1568490720998,2019-09-14T15:52:00.998,4.850,1.890,-1.159,2.073
1568490721008,2019-09-14T15:52:01.008,4.860,2.439,-1.341,1.829
1568490721018,2019-09-14T15:52:01.018,4.870,2.988,-1.463,1.585
1568490721028,2019-09-14T15:52:01.028,4.880,3.110,-1.585,1.768
1568490721038,2019-09-14T15:52:01.038,4.890,3.293,-1.646,1.707
1568490721048,2019-09-14T15:52:01.048,4.900,3.415,-1.646,1.585
1568490721058,2019-09-14T15:52:01.058,4.910,3.171,-1.646,1.890
1568490721068,2019-09-14T15:52:01.068,4.920,2.622,-1.463,2.012
1568490721078,2019-09-14T15:52:01.078,4.930,2.378,-1.341,1.951
1568490721088,2019-09-14T15:52:01.088,4.940,2.073,-1.159,1.768
1568490721098,2019-09-14T15:52:01.098,4.950,1.707,-0.915,1.890
1568490721108,2019-09-14T15:52:01.108,4.960,1.159,-0.488,2.256
1568490721118,2019-09-14T15:52:01.118,4.970,0.732,-0.061,2.866
1568490721128,2019-09-14T15:52:01.128,4.980,0.488,0.366,3.598
1568490721138,2019-09-14T15:52:01.138,4.990,0.366,0.732,4.268
1568490721148,2019-09-14T15:52:01.148,5.000,0.366,0.915,5.000
1568490721158,2019-09-14T15:52:01.158,5.010,0.549,1.037,5.427
1568490721168,2019-09-14T15:52:01.168,5.020,0.488,1.159,5.671
1568490721178,2019-09-14T15:52:01.178,5.030,0.183,1.280,5.854
1568490721188,2019-09-14T15:52:01.188,5.040,0.000,1.463,5.793
1568490721198,2019-09-14T15:52:01.198,5.050,-0.305,1.768,5.671
1568490721208,2019-09-14T15:52:01.208,5.060,-0.610,1.707,5.366
1568490721218,2019-09-14T15:52:01.218,5.070,-0.549,1.585,5.061
1568490721228,2019-09-14T15:52:01.228,5.080,-0.244,1.463,4.817
1568490721238,2019-09-14T15:52:01.238,5.090,-0.244,1.341,4.451
1568490721248,2019-09-14T15:52:01.248,5.100,0.061,1.037,4.024
1568490721258,2019-09-14T15:52:01.258,5.110,0.305,0.915,3.780
1568490721268,2019-09-14T15:52:01.268,5.120,0.244,0.915,3.476
1568490721278,2019-09-14T15:52:01.278,5.130,0.183,0.976,3.110
1568490721288,2019-09-14T15:52:01.288,5.140,0.183,1.220,2.744
1568490721298,2019-09-14T15:52:01.298,5.150,-0.183,1.585,2.500
1568490721308,2019-09-14T15:52:01.308,5.160,-0.244,1.829,2.134
1568490721318,2019-09-14T15:52:01.318,5.170,-0.122,1.951,1.829
1568490721328,2019-09-14T15:52:01.328,5.180,-0.244,2.317,1.951
1568490721338,2019-09-14T15:52:01.338,5.190,-0.305,2.744,2.134
1568490721348,2019-09-14T15:52:01.348,5.200,-0.122,2.927,2.195
1568490721358,2019-09-14T15:52:01.358,5.210,0.061,3.171,2.439
1568490721368,2019-09-14T15:52:01.368,5.220,0.366,3.537,2.561
1568490721378,2019-09-14T15:52:01.378,5.230,0.610,3.780,2.744
1568490721388,2019-09-14T15:52:01.388,5.240,0.671,4.024,2.744
1568490721398,2019-09-14T15:52:01.398,5.250,0.793,4.268,2.927
1568490721408,2019-09-14T15:52:01.408,5.260,1.159,4.512,3.110
1568490721418,2019-09-14T15:52:01.418,5.270,1.402,4.695,3.293
1568490721428,2019-09-14T15:52:01.428,5.280,1.524,4.878,3.720
1568490721438,2019-09-14T15:52:01.438,5.290,1.646,5.122,4.207
1568490721448,2019-09-14T15:52:01.448,5.300,1.646,5.244,4.634
1568490721458,2019-09-14T15:52:01.458,5.310,1.524,5.427,5.061
1568490721468,2019-09-14T15:52:01.468,5.320,1.585,5.549,5.427
1568490721478,2019-09-14T15:52:01.478,5.330,1.524,5.610,5.732
1568490721488,2019-09-14T15:52:01.488,5.340,1.646,5.671,5.793
1568490721498,2019-09-14T15:52:01.498,5.350,1.768,5.610,5.915
1568490721508,2019-09-14T15:52:01.508,5.360,1.951,5.427,5.915
1568490721518,2019-09-14T15:52:01.518,5.370,2.073,5.122,5.854
1568490721528,2019-09-14T15:52:01.528,5.380,2.073,4.939,5.671
1568490721538,2019-09-14T15:52:01.538,5.390,2.378,4.512,5.305
1568490721548,2019-09-14T15:52:01.548,5.400,2.500,4.451,5.366
1568490721558,2019-09-14T15:52:01.558,5.410,1.890,4.329,5.549
1568490721568,2019-09-14T15:52:01.568,5.420,1.707,4.146,5.366
1568490721578,2019-09-14T15:52:01.578,5.430,1.707,4.085,4.878
1568490721588,2019-09-14T15:52:01.588,5.440,0.976,4.085,4.817
1568490721598,2019-09-14T15:52:01.598,5.450,0.793,4.024,4.512
1568490721608,2019-09-14T15:52:01.608,5.460,0.793,3.720,4.085
1568490721618,2019-09-14T15:52:01.618,5.470,0.732,3.598,3.780
1568490721628,2019-09-14T15:52:01.628,5.480,0.671,3.415,3.415
1568490721638,2019-09-14T15:52:01.638,5.490,0.549,3.110,2.927
1568490721648,2019-09-14T15:52:01.648,5.500,0.610,2.866,2.622
1568490721658,2019-09-14T15:52:01.658,5.510,0.671,2.744,2.439
1568490721668,2019-09-14T15:52:01.668,5.520,0.671,2.744,2.195
1568490721678,2019-09-14T15:52:01.678,5.530,0.732,2.683,2.012
1568490721688,2019-09-14T15:52:01.688,5.540,0.671,2.683,1.829
1568490721698,2019-09-14T15:52:01.698,5.550,0.610,2.744,1.646
1568490721708,2019-09-14T15:52:01.708,5.560,0.610,2.683,1.341
1568490721718,2019-09-14T15:52:01.718,5.570,0.671,2.561,1.037
1568490721728,2019-09-14T15:52:01.728,5.580,0.854,2.439,0.793
1568490721738,2019-09-14T15:52:01.738,5.590,0.976,2.256,0.305
1568490721748,2019-09-14T15:52:01.748,5.600,1.159,2.195,-0.122
1568490721758,2019-09-14T15:52:01.758,5.610,1.402,1.890,-0.488
1568490721768,2019-09-14T15:52:01.768,5.620,1.707,1.463,-1.037
1568490721778,2019-09-14T15:52:01.778,5.630,2.012,1.159,-1.585
1568490721788,2019-09-14T15:52:01.788,5.640,2.073,0.732,-2.134
1568490721798,2019-09-14T15:52:01.798,5.650,2.134,0.122,-2.805
1568490721808,2019-09-14T15:52:01.808,5.660,2.500,-0.488,-3.598
1568490721818,2019-09-14T15:52:01.818,5.670,2.500,-1.341,-4.146
1568490721828,2019-09-14T15:52:01.828,5.680,2.744,-2.195,-4.695
1568490721838,2019-09-14T15:52:01.838,5.690,2.805,-2.805,-5.488
1568490721848,2019-09-14T15:52:01.848,5.700,2.744,-3.537,-6.159
1568490721858,2019-09-14T15:52:01.858,5.710,2.683,-4.268,-6.585
1568490721868,2019-09-14T15:52:01.868,5.720,2.439,-4.878,-6.768
1568490721878,2019-09-14T15:52:01.878,5.730,2.378,-5.427,-6.951
1568490721888,2019-09-14T15:52:01.888,5.740,2.500,-6.037,-7.439
1568490721898,2019-09-14T15:52:01.898,5.750,2.805,-6.707,-7.805
1568490721908,2019-09-14T15:52:01.908,5.760,2.988,-7.256,-8.171
1568490721918,2019-09-14T15:52:01.918,5.770,3.110,-7.683,-8.537
1568490721928,2019-09-14T15:52:01.928,5.780,3.537,-8.110,-9.146
1568490721938,2019-09-14T15:52:01.938,5.790,3.963,-8.476,-9.695
1568490721948,2019-09-14T15:52:01.948,5.800,4.085,-8.598,-10.183
1568490721958,2019-09-14T15:52:01.958,5.810,4.390,-8.598,-10.610
1568490721968,2019-09-14T15:52:01.968,5.820,4.695,-8.659,-10.976
1568490721978,2019-09-14T15:52:01.978,5.830,5.000,-8.537,-11.037
1568490721988,2019-09-14T15:52:01.988,5.840,5.000,-8.110,-10.610
1568490721998,2019-09-14T15:52:01.998,5.850,4.939,-7.500,-9.939
1568490722008,2019-09-14T15:52:02.008,5.860,5.183,-6.829,-9.085
1568490722018,2019-09-14T15:52:02.018,5.870,5.366,-6.280,-7.866
1568490722028,2019-09-14T15:52:02.028,5.880,5.732,-5.610,-6.463
1568490722038,2019-09-14T15:52:02.038,5.890,6.341,-4.878,-4.939
1568490722048,2019-09-14T15:52:02.048,5.900,7.256,-4.451,-3.354
1568490722058,2019-09-14T15:52:02.058,5.910,8.110,-3.963,-1.646
1568490722068,2019-09-14T15:52:02.068,5.920,8.293,-3.293,-0.122
1568490722078,2019-09-14T15:52:02.078,5.930,7.500,-2.622,1.159
1568490722088,2019-09-14T15:52:02.088,5.940,6.585,-2.012,2.012
1568490722098,2019-09-14T15:52:02.098,5.950,6.159,-1.890,2.073
1568490722108,2019-09-14T15:52:02.108,5.960,6.098,-2.012,1.402
1568490722118,2019-09-14T15:52:02.118,5.970,5.366,-2.195,0.488
1568490722128,2019-09-14T15:52:02.128,5.980,4.756,-2.622,-0.976
1568490722138,2019-09-14T15:52:02.138,5.990,4.451,-3.110,-2.805
1568490722148,2019-09-14T15:52:02.148,6.000,3.720,-3.476,-4.512
1568490722158,2019-09-14T15:52:02.158,6.010,2.988,-3.720,-5.793
1568490722168,2019-09-14T15:52:02.168,6.020,2.561,-4.024,-7.012
1568490722178,2019-09-14T15:52:02.178,6.030,1.829,-4.085,-8.659
1568490722188,2019-09-14T15:52:02.188,6.040,1.037,-4.146,-10.366
1568490722198,2019-09-14T15:52:02.198,6.050,0.549,-4.146,-12.500
1568490722208,2019-09-14T15:52:02.208,6.060,0.366,-4.268,-14.756
1568490722218,2019-09-14T15:52:02.218,6.070,0.183,-4.390,-16.402
1568490722228,2019-09-14T15:52:02.228,6.080,-0.305,-4.451,-17.622
1568490722238,2019-09-14T15:52:02.238,6.090,-0.549,-4.573,-18.720
1568490722248,2019-09-14T15:52:02.248,6.100,-0.732,-4.695,-20.000
1568490722258,2019-09-14T15:52:02.258,6.110,-1.159,-5.000,-21.829
1568490722268,2019-09-14T15:52:02.268,6.120,-1.098,-5.305,-24.329
1568490722278,2019-09-14T15:52:02.278,6.130,-0.793,-5.610,-27.378
1568490722288,2019-09-14T15:52:02.288,6.140,-0.854,-5.671,-30.671
1568490722298,2019-09-14T15:52:02.298,6.150,-1.341,-5.244,-34.024
1568490722308,2019-09-14T15:52:02.308,6.160,-1.829,-4.695,-37.622
1568490722318,2019-09-14T15:52:02.318,6.170,-2.134,-4.085,-41.341
1568490722328,2019-09-14T15:52:02.328,6.180,-2.378,-3.598,-45.244
1568490722338,2019-09-14T15:52:02.338,6.190,-2.134,-3.293,-49.390
1568490722348,2019-09-14T15:52:02.348,6.200,-1.951,-3.049,-53.841
1568490722358,2019-09-14T15:52:02.358,6.210,-1.098,-2.927,-58.537
1568490722368,2019-09-14T15:52:02.368,6.220,-0.305,-2.988,-62.805
1568490722378,2019-09-14T15:52:02.378,6.230,0.061,-3.171,-67.012
1568490722388,2019-09-14T15:52:02.388,6.240,1.646,-4.146,-72.195
1568490722398,2019-09-14T15:52:02.398,6.250,4.207,-5.549,-77.927
1568490722408,2019-09-14T15:52:02.408,6.260,6.220,-6.890,-83.293
1568490722418,2019-09-14T15:52:02.418,6.270,7.500,-7.927,-87.744
1568490722428,2019-09-14T15:52:02.428,6.280,8.476,-8.720,-90.854
1568490722438,2019-09-14T15:52:02.438,6.290,8.110,-9.085,-92.927
1568490722448,2019-09-14T15:52:02.448,6.300,7.988,-9.573,-95.061
1568490722458,2019-09-14T15:52:02.458,6.310,9.024,-10.610,-97.561
1568490722468,2019-09-14T15:52:02.468,6.320,9.756,-11.829,-99.695
1568490722478,2019-09-14T15:52:02.478,6.330,9.695,-12.866,-101.037
1568490722488,2019-09-14T15:52:02.488,6.340,9.573,-13.841,-102.073
1568490722498,2019-09-14T15:52:02.498,6.350,9.939,-15.122,-103.293
1568490722508,2019-09-14T15:52:02.508,6.360,10.793,-16.768,-104.817
1568490722518,2019-09-14T15:52:02.518,6.370,10.915,-17.927,-105.793
1568490722528,2019-09-14T15:52:02.528,6.380,10.427,-18.476,-106.280
1568490722538,2019-09-14T15:52:02.538,6.390,9.817,-18.537,-105.854
1568490722548,2019-09-14T15:52:02.548,6.400,9.390,-18.354,-105.000
1568490722558,2019-09-14T15:52:02.558,6.410,9.085,-17.866,-103.415
1568490722568,2019-09-14T15:52:02.568,6.420,8.171,-16.646,-101.220
1568490722578,2019-09-14T15:52:02.578,6.430,6.585,-14.878,-98.232
1568490722588,2019-09-14T15:52:02.588,6.440,5.244,-12.805,-95.122
1568490722598,2019-09-14T15:52:02.598,6.450,5.732,-11.037,-92.561
1568490722608,2019-09-14T15:52:02.608,6.460,6.646,-9.390,-89.695
1568490722618,2019-09-14T15:52:02.618,6.470,7.256,-7.927,-86.402
1568490722628,2019-09-14T15:52:02.628,6.480,8.049,-7.012,-81.951
1568490722638,2019-09-14T15:52:02.638,6.490,7.866,-6.098,-77.256
1568490722648,2019-09-14T15:52:02.648,6.500,7.073,-5.122,-73.598
1568490722658,2019-09-14T15:52:02.658,6.510,6.768,-4.817,-70.976
1568490722668,2019-09-14T15:52:02.668,6.520,8.049,-5.549,-69.207
1568490722678,2019-09-14T15:52:02.678,6.530,7.988,-5.793,-67.073
1568490722688,2019-09-14T15:52:02.688,6.540,5.183,-4.451,-64.207
1568490722698,2019-09-14T15:52:02.698,6.550,3.354,-3.415,-62.439
1568490722708,2019-09-14T15:52:02.708,6.560,3.537,-3.537,-61.220
1568490722718,2019-09-14T15:52:02.718,6.570,3.902,-4.024,-58.720
1568490722728,2019-09-14T15:52:02.728,6.580,2.744,-4.207,-54.939
1568490722738,2019-09-14T15:52:02.738,6.590,2.500,-4.939,-51.890
1568490722748,2019-09-14T15:52:02.748,6.600,2.866,-5.732,-49.451
1568490722758,2019-09-14T15:52:02.758,6.610,1.159,-5.061,-46.646
1568490722768,2019-09-14T15:52:02.768,6.620,-0.122,-4.268,-44.024
1568490722778,2019-09-14T15:52:02.778,6.630,0.488,-3.963,-41.951
1568490722788,2019-09-14T15:52:02.788,6.640,0.427,-3.598,-40.732
1568490722798,2019-09-14T15:52:02.798,6.650,0.488,-3.659,-40.793
1568490722808,2019-09-14T15:52:02.808,6.660,2.439,-4.146,-41.585
1568490722818,2019-09-14T15:52:02.818,6.670,4.085,-4.512,-41.890
1568490722828,2019-09-14T15:52:02.828,6.680,4.939,-3.963,-41.524
1568490722838,2019-09-14T15:52:02.838,6.690,5.976,-3.232,-41.220
1568490722848,2019-09-14T15:52:02.848,6.700,7.988,-2.927,-41.402
1568490722858,2019-09-14T15:52:02.858,6.710,11.707,-3.537,-42.256
1568490722868,2019-09-14T15:52:02.868,6.720,14.756,-3.963,-42.927
1568490722878,2019-09-14T15:52:02.878,6.730,13.293,-2.988,-42.256
1568490722888,2019-09-14T15:52:02.888,6.740,10.061,-1.585,-40.793
1568490722898,2019-09-14T15:52:02.898,6.750,7.683,-0.610,-39.695
1568490722908,2019-09-14T15:52:02.908,6.760,5.244,-0.305,-38.841
1568490722918,2019-09-14T15:52:02.918,6.770,3.902,-1.098,-38.354
1568490722928,2019-09-14T15:52:02.928,6.780,3.963,-2.988,-39.329
1568490722938,2019-09-14T15:52:02.938,6.790,4.146,-5.061,-41.341
1568490722948,2019-09-14T15:52:02.948,6.800,4.878,-6.341,-41.280
1568490722958,2019-09-14T15:52:02.958,6.810,4.939,-6.341,-37.317
1568490722968,2019-09-14T15:52:02.968,6.820,4.573,-5.854,-31.098
1568490722978,2019-09-14T15:52:02.978,6.830,3.963,-4.878,-25.488
1568490722988,2019-09-14T15:52:02.988,6.840,3.841,-3.841,-22.805
1568490722998,2019-09-14T15:52:02.998,6.850,5.732,-3.720,-23.293
1568490723008,2019-09-14T15:52:03.008,6.860,8.537,-4.024,-23.232
1568490723018,2019-09-14T15:52:03.018,6.870,8.598,-3.963,-16.951
1568490723028,2019-09-14T15:52:03.028,6.880,5.061,-3.415,-6.098
1568490723038,2019-09-14T15:52:03.038,6.890,1.646,-2.988,2.439
1568490723048,2019-09-14T15:52:03.048,6.900,1.098,-2.988,6.037
1568490723058,2019-09-14T15:52:03.058,6.910,0.976,-2.866,6.646
1568490723068,2019-09-14T15:52:03.068,6.920,1.037,-2.744,5.793
1568490723078,2019-09-14T15:52:03.078,6.930,1.402,-2.073,8.537
1568490723088,2019-09-14T15:52:03.088,6.940,-1.768,0.427,19.817
1568490723098,2019-09-14T15:52:03.098,6.950,-7.073,3.476,34.024
1568490723108,2019-09-14T15:52:03.108,6.960,-8.049,4.939,42.134
1568490723118,2019-09-14T15:52:03.118,6.970,-6.707,5.549,46.280
1568490723128,2019-09-14T15:52:03.128,6.980,-7.256,6.037,48.902
1568490723138,2019-09-14T15:52:03.138,6.990,-6.159,5.427,47.378
